fold,split,source,material_id
0,train,nebDFT2k:mp-1211324_12_16_0_0_1,mp-1211324
0,train,nebDFT2k:mp-1211324_5_21_1_0_0,mp-1211324
0,train,nebDFT2k:mp-1211324_8_20_0_0_0,mp-1211324
0,train,nebDFT2k:mp-1211324_20_24_0_0_0,mp-1211324
0,train,nebDFT2k:mp-1211324_0_7_0_0_1,mp-1211324
0,train,nebDFT2k:mp-1211324_12_23_1_0_1,mp-1211324
0,train,nebDFT2k:mp-1211324_8_13_1_1_0,mp-1211324
0,train,nebDFT2k:mp-1211498_4_10_0_0_0,mp-1211498
0,train,nebDFT2k:mp-1211498_4_5_1_-1_-1,mp-1211498
0,train,nebDFT2k:mp-1211498_11_10_0_0_1,mp-1211498
0,train,nebDFT2k:mp-1211498_6_15_0_0_0,mp-1211498
0,train,nebDFT2k:mp-1211498_8_12_0_0_0,mp-1211498
0,train,nebDFT2k:mp-1211498_4_8_1_0_0,mp-1211498
0,train,nebDFT2k:mp-1211498_13_12_0_1_0,mp-1211498
0,train,nebDFT2k:mp-1211498_8_10_0_0_0,mp-1211498
0,train,nebDFT2k:mp-1220781_3_2_1_0_0,mp-1220781
0,train,nebDFT2k:mp-1220801_3_3_1_0_0,mp-1220801
0,train,nebDFT2k:mp-1222486_1_3_0_0_0,mp-1222486
0,train,nebDFT2k:mp-1222529_9_15_0_0_0,mp-1222529
0,train,nebDFT2k:mp-1222529_9_13_0_1_0,mp-1222529
0,train,nebDFT2k:mp-1222529_0_10_0_0_0,mp-1222529
0,train,nebDFT2k:mp-1222529_4_14_0_0_0,mp-1222529
0,train,nebDFT2k:mp-1222539_0_2_0_1_0,mp-1222539
0,train,nebDFT2k:mp-1222539_1_3_0_1_0,mp-1222539
0,train,nebDFT2k:mp-1222539_2_0_1_0_0,mp-1222539
0,train,nebDFT2k:mp-1222539_3_0_1_0_-1,mp-1222539
0,train,nebDFT2k:mp-1222539_0_2_0_0_0,mp-1222539
0,train,nebDFT2k:mp-1222539_1_2_0_0_0,mp-1222539
0,train,nebDFT2k:mp-1222552_6_6_1_0_0,mp-1222552
0,train,nebDFT2k:mp-1222552_0_0_0_1_0,mp-1222552
0,train,nebDFT2k:mp-1222552_1_0_0_1_0,mp-1222552
0,train,nebDFT2k:mp-1222552_1_5_0_0_0,mp-1222552
0,train,nebDFT2k:mp-1222552_0_6_0_0_0,mp-1222552
0,train,nebDFT2k:mp-1222552_0_1_0_0_0,mp-1222552
0,train,nebDFT2k:mp-1222552_1_1_1_0_0,mp-1222552
0,train,nebDFT2k:mp-1222552_1_7_0_0_1,mp-1222552
0,train,nebDFT2k:mp-1222552_0_5_0_0_0,mp-1222552
0,train,nebDFT2k:mp-1222553_2_2_1_-1_0,mp-1222553
0,train,nebDFT2k:mp-1222573_0_0_1_0_0,mp-1222573
0,train,nebDFT2k:mp-1222590_1_1_1_-1_0,mp-1222590
0,train,nebDFT2k:mp-1222590_1_1_0_1_0,mp-1222590
0,train,nebDFT2k:mp-1222609_0_3_1_0_0,mp-1222609
0,train,nebDFT2k:mp-1222667_1_3_1_0_0,mp-1222667
0,train,nebDFT2k:mp-1222667_3_2_0_1_0,mp-1222667
0,train,nebDFT2k:mp-1222667_1_3_0_0_0,mp-1222667
0,train,nebDFT2k:mp-1222667_4_3_0_0_1,mp-1222667
0,train,nebDFT2k:mp-1222667_1_2_0_1_0,mp-1222667
0,train,nebDFT2k:mp-1222667_2_4_0_0_0,mp-1222667
0,train,nebDFT2k:mp-1222732_2_0_0_1_0,mp-1222732
0,train,nebDFT2k:mp-1222732_2_0_0_1_-1,mp-1222732
0,train,nebDFT2k:mp-1222742_1_4_0_0_0,mp-1222742
0,train,nebDFT2k:mp-1222742_0_4_0_0_0,mp-1222742
0,train,nebDFT2k:mp-1222972_0_3_0_0_0,mp-1222972
0,train,nebDFT2k:mp-1222972_0_1_0_1_0,mp-1222972
0,train,nebDFT2k:mp-1223068_4_8_0_1_1,mp-1223068
0,train,nebDFT2k:mp-1223068_9_7_1_0_0,mp-1223068
0,train,nebDFT2k:mp-1223068_5_11_0_0_0,mp-1223068
0,train,nebDFT2k:mp-1223068_9_11_1_0_0,mp-1223068
0,train,nebDFT2k:mp-1223068_4_12_0_1_0,mp-1223068
0,train,nebDFT2k:mp-1223068_5_9_0_0_0,mp-1223068
0,train,nebDFT2k:mp-1223068_5_7_1_0_0,mp-1223068
0,train,nebDFT2k:mp-1223068_9_13_0_0_0,mp-1223068
0,train,nebDFT2k:mp-1239225_11_13_0_1_0,mp-1239225
0,train,nebDFT2k:mp-1275616_2_3_0_0_0,mp-1275616
0,train,nebDFT2k:mp-1275879_0_4_1_-1_0,mp-1275879
0,train,nebDFT2k:mp-1276783_3_3_1_-1_0,mp-1276783
0,train,nebDFT2k:mp-1277232_0_3_0_0_0,mp-1277232
0,train,nebDFT2k:mp-1277563_3_0_1_0_0,mp-1277563
0,train,nebDFT2k:mp-1277563_1_5_0_0_0,mp-1277563
0,train,nebDFT2k:mp-1277622_2_1_1_-1_0,mp-1277622
0,train,nebDFT2k:mp-1279201_1_5_0_0_0,mp-1279201
0,train,nebDFT2k:mp-1283691_0_3_1_0_1,mp-1283691
0,train,nebDFT2k:mp-1285020_2_2_1_0_0,mp-1285020
0,train,nebDFT2k:mp-1285020_0_2_0_1_0,mp-1285020
0,train,nebDFT2k:mp-1285020_1_3_0_0_0,mp-1285020
0,train,nebDFT2k:mp-1285020_0_1_1_0_0,mp-1285020
0,train,nebDFT2k:mp-1285020_0_0_1_0_0,mp-1285020
0,train,nebDFT2k:mp-1285020_1_1_1_0_0,mp-1285020
0,train,nebDFT2k:mp-1285020_0_2_0_0_0,mp-1285020
0,train,nebDFT2k:mp-1287590_7_0_0_1_0,mp-1287590
0,train,nebDFT2k:mp-1290742_1_7_0_1_0,mp-1290742
0,train,nebDFT2k:mp-1290742_3_7_1_0_0,mp-1290742
0,train,nebDFT2k:mp-1290742_5_7_0_1_0,mp-1290742
0,train,nebDFT2k:mp-1290742_6_0_0_0_1,mp-1290742
0,train,nebDFT2k:mp-1290989_0_1_1_-1_0,mp-1290989
0,train,nebDFT2k:mp-1291925_4_0_1_0_1,mp-1291925
0,train,nebDFT2k:mp-1291925_1_5_0_0_0,mp-1291925
0,train,nebDFT2k:mp-1291925_0_5_0_0_0,mp-1291925
0,train,nebDFT2k:mp-1291925_6_1_1_0_0,mp-1291925
0,train,nebDFT2k:mp-1295016_2_1_0_1_0,mp-1295016
0,train,nebDFT2k:mp-1298695_3_6_1_0_0,mp-1298695
0,train,nebDFT2k:mp-1302630_2_1_1_0_-1,mp-1302630
0,train,nebDFT2k:mp-1302787_1_3_0_1_0,mp-1302787
0,train,nebDFT2k:mp-1302787_0_2_1_0_0,mp-1302787
0,train,nebDFT2k:mp-1304149_1_2_0_0_0,mp-1304149
0,train,nebDFT2k:mp-1304149_0_2_1_0_-1,mp-1304149
0,train,nebDFT2k:mp-1304327_1_1_0_1_-1,mp-1304327
0,train,nebDFT2k:mp-1304327_1_1_0_1_0,mp-1304327
0,train,nebDFT2k:mp-1304327_1_0_0_1_1,mp-1304327
0,train,nebDFT2k:mp-1304327_1_0_1_0_1,mp-1304327
0,train,nebDFT2k:mp-1305321_4_6_0_0_0,mp-1305321
0,train,nebDFT2k:mp-1305328_11_4_1_0_0,mp-1305328
0,train,nebDFT2k:mp-1305983_0_0_1_0_0,mp-1305983
0,train,nebDFT2k:mp-1306771_4_1_0_1_0,mp-1306771
0,train,nebDFT2k:mp-1306771_6_0_1_0_0,mp-1306771
0,train,nebDFT2k:mp-1306771_1_5_1_0_0,mp-1306771
0,train,nebDFT2k:mp-1306886_1_0_1_1_0,mp-1306886
0,train,nebDFT2k:mp-1307659_1_3_1_0_0,mp-1307659
0,train,nebDFT2k:mp-1307659_0_3_0_0_0,mp-1307659
0,train,nebDFT2k:mp-1307659_0_3_0_0_1,mp-1307659
0,train,nebDFT2k:mp-1307659_2_1_0_0_1,mp-1307659
0,train,nebDFT2k:mp-1307939_3_7_0_0_0,mp-1307939
0,train,nebDFT2k:mp-1310460_6_6_1_0_0,mp-1310460
0,train,nebDFT2k:mp-1310460_3_11_0_0_0,mp-1310460
0,train,nebDFT2k:mp-1310460_0_6_0_0_0,mp-1310460
0,train,nebDFT2k:mp-1312304_1_7_0_0_1,mp-1312304
0,train,nebDFT2k:mp-1314950_1_2_1_-1_-1,mp-1314950
0,train,nebDFT2k:mp-1314950_2_1_0_1_0,mp-1314950
0,train,nebDFT2k:mp-13725_0_4_1_0_0,mp-13725
0,train,nebDFT2k:mp-1578408_2_0_0_1_1,mp-1578408
0,train,nebDFT2k:mp-1579553_6_1_0_1_1,mp-1579553
0,train,nebDFT2k:mp-15845_2_5_0_1_1,mp-15845
0,train,nebDFT2k:mp-15845_2_2_0_1_0,mp-15845
0,train,nebDFT2k:mp-15845_4_9_0_0_0,mp-15845
0,train,nebDFT2k:mp-15845_2_9_0_1_0,mp-15845
0,train,nebDFT2k:mp-15845_2_7_1_1_1,mp-15845
0,train,nebDFT2k:mp-15845_3_3_0_1_0,mp-15845
0,train,nebDFT2k:mp-15845_2_7_0_1_1,mp-15845
0,train,nebDFT2k:mp-15845_2_9_1_1_0,mp-15845
0,train,nebDFT2k:mp-15845_6_4_1_0_0,mp-15845
0,train,nebDFT2k:mp-15845_2_2_1_0_0,mp-15845
0,train,nebDFT2k:mp-15845_2_5_0_0_1,mp-15845
0,train,nebDFT2k:mp-15845_2_9_0_0_0,mp-15845
0,train,nebDFT2k:mp-1639499_6_0_1_0_1,mp-1639499
0,train,nebDFT2k:mp-1639651_6_2_1_0_0,mp-1639651
0,train,nebDFT2k:mp-1639651_1_7_0_0_1,mp-1639651
0,train,nebDFT2k:mp-1641817_1_1_0_1_0,mp-1641817
0,train,nebDFT2k:mp-1642504_10_4_0_1_0,mp-1642504
0,train,nebDFT2k:mp-1647689_5_5_1_0_0,mp-1647689
0,train,nebDFT2k:mp-1661766_2_3_1_0_0,mp-1661766
0,train,nebDFT2k:mp-1661766_0_1_1_0_-1,mp-1661766
0,train,nebDFT2k:mp-1663956_0_2_0_0_0,mp-1663956
0,train,nebDFT2k:mp-1663956_5_6_1_0_0,mp-1663956
0,train,nebDFT2k:mp-1663956_5_7_0_0_0,mp-1663956
0,train,nebDFT2k:mp-1663956_1_3_0_0_0,mp-1663956
0,train,nebDFT2k:mp-1663956_1_5_0_0_0,mp-1663956
0,train,nebDFT2k:mp-1663956_3_1_1_0_0,mp-1663956
0,train,nebDFT2k:mp-16828_0_4_0_0_0,mp-16828
0,train,nebDFT2k:mp-16828_2_4_1_1_0,mp-16828
0,train,nebDFT2k:mp-16828_2_4_0_1_0,mp-16828
0,train,nebDFT2k:mp-16828_0_5_0_0_1,mp-16828
0,train,nebDFT2k:mp-17685_0_5_0_0_0,mp-17685
0,train,nebDFT2k:mp-17685_1_4_0_0_0,mp-17685
0,train,nebDFT2k:mp-17685_4_8_0_0_0,mp-17685
0,train,nebDFT2k:mp-17685_4_5_0_1_0,mp-17685
0,train,nebDFT2k:mp-17685_1_5_0_1_0,mp-17685
0,train,nebDFT2k:mp-17685_8_11_0_0_0,mp-17685
0,train,nebDFT2k:mp-1981564_2_2_1_0_0,mp-1981564
0,train,nebDFT2k:mp-1984516_3_0_0_0_1,mp-1984516
0,train,nebDFT2k:mp-19970_0_4_0_0_0,mp-19970
0,train,nebDFT2k:mp-25413_0_1_1_0_-1,mp-25413
0,train,nebDFT2k:mp-25413_0_1_1_0_0,mp-25413
0,train,nebDFT2k:mp-25839_1_2_0_1_0,mp-25839
0,train,nebDFT2k:mp-26501_0_4_0_0_0,mp-26501
0,train,nebDFT2k:mp-26561_0_4_0_0_1,mp-26561
0,train,nebDFT2k:mp-26771_3_4_0_1_0,mp-26771
0,train,nebDFT2k:mp-26771_0_2_0_1_0,mp-26771
0,train,nebDFT2k:mp-26823_0_2_0_0_0,mp-26823
0,train,nebDFT2k:mp-26837_0_1_0_0_0,mp-26837
0,train,nebDFT2k:mp-26837_0_3_1_1_0,mp-26837
0,train,nebDFT2k:mp-26851_3_6_0_0_0,mp-26851
0,train,nebDFT2k:mp-26851_2_6_0_0_0,mp-26851
0,train,nebDFT2k:mp-27417_0_8_0_0_1,mp-27417
0,train,nebDFT2k:mp-27417_0_1_0_0_0,mp-27417
0,train,nebDFT2k:mp-27417_0_2_0_1_0,mp-27417
0,train,nebDFT2k:mp-27417_0_6_0_1_1,mp-27417
0,train,nebDFT2k:mp-27417_0_8_0_1_1,mp-27417
0,train,nebDFT2k:mp-28549_0_5_0_0_0,mp-28549
0,train,nebDFT2k:mp-28549_0_7_1_0_0,mp-28549
0,train,nebDFT2k:mp-2878_1_10_0_0_0,mp-2878
0,train,nebDFT2k:mp-29077_0_3_1_0_0,mp-29077
0,train,nebDFT2k:mp-29149_0_1_0_1_1,mp-29149
0,train,nebDFT2k:mp-29149_2_3_0_0_1,mp-29149
0,train,nebDFT2k:mp-29365_3_4_0_1_0,mp-29365
0,train,nebDFT2k:mp-29365_0_2_0_1_0,mp-29365
0,train,nebDFT2k:mp-29473_1_3_0_0_1,mp-29473
0,train,nebDFT2k:mp-30301_0_1_0_0_0,mp-30301
0,train,nebDFT2k:mp-30301_0_2_0_0_0,mp-30301
0,train,nebDFT2k:mp-3151_0_8_0_0_0,mp-3151
0,train,nebDFT2k:mp-3151_0_7_0_0_0,mp-3151
0,train,nebDFT2k:mp-3368_2_0_0_1_1,mp-3368
0,train,nebDFT2k:mp-3368_0_0_1_0_0,mp-3368
0,train,nebDFT2k:mp-35822_2_5_1_0_0,mp-35822
0,train,nebDFT2k:mp-35975_0_2_0_0_0,mp-35975
0,train,nebDFT2k:mp-37399_0_2_0_0_0,mp-37399
0,train,nebDFT2k:mp-37399_1_3_0_0_0,mp-37399
0,train,nebDFT2k:mp-38487_5_0_1_-1_0,mp-38487
0,train,nebDFT2k:mp-4156_0_1_1_0_0,mp-4156
0,train,nebDFT2k:mp-4558_0_5_0_0_0,mp-4558
0,train,nebDFT2k:mp-4657_9_33_0_0_0,mp-4657
0,train,nebDFT2k:mp-4657_8_29_0_0_0,mp-4657
0,train,nebDFT2k:mp-4657_19_31_0_0_0,mp-4657
0,train,nebDFT2k:mp-510641_3_3_1_0_0,mp-510641
0,train,nebDFT2k:mp-510641_0_2_0_1_1,mp-510641
0,train,nebDFT2k:mp-510641_1_3_0_0_0,mp-510641
0,train,nebDFT2k:mp-5127_2_3_0_1_1,mp-5127
0,train,nebDFT2k:mp-531523_0_1_0_0_0,mp-531523
0,train,nebDFT2k:mp-531523_0_0_0_1_0,mp-531523
0,train,nebDFT2k:mp-5418_2_8_1_-1_0,mp-5418
0,train,nebDFT2k:mp-5418_3_9_1_-1_1,mp-5418
0,train,nebDFT2k:mp-5418_7_5_1_0_0,mp-5418
0,train,nebDFT2k:mp-542008_8_10_0_0_0,mp-542008
0,train,nebDFT2k:mp-542008_0_9_0_1_0,mp-542008
0,train,nebDFT2k:mp-542008_0_8_0_0_0,mp-542008
0,train,nebDFT2k:mp-542008_4_9_0_0_0,mp-542008
0,train,nebDFT2k:mp-542219_5_7_0_1_0,mp-542219
0,train,nebDFT2k:mp-542219_0_1_0_0_0,mp-542219
0,train,nebDFT2k:mp-542874_0_3_0_0_0,mp-542874
0,train,nebDFT2k:mp-555420_8_9_0_1_0,mp-555420
0,train,nebDFT2k:mp-555743_1_8_0_0_0,mp-555743
0,train,nebDFT2k:mp-555743_11_7_1_0_0,mp-555743
0,train,nebDFT2k:mp-555899_5_3_1_0_0,mp-555899
0,train,nebDFT2k:mp-555899_0_4_0_0_0,mp-555899
0,train,nebDFT2k:mp-556176_0_1_1_1_0,mp-556176
0,train,nebDFT2k:mp-557189_4_16_0_0_0,mp-557189
0,train,nebDFT2k:mp-557189_4_10_0_0_0,mp-557189
0,train,nebDFT2k:mp-557189_3_17_0_0_0,mp-557189
0,train,nebDFT2k:mp-557189_12_17_0_1_0,mp-557189
0,train,nebDFT2k:mp-558059_0_0_1_0_0,mp-558059
0,train,nebDFT2k:mp-558102_3_2_0_1_-1,mp-558102
0,train,nebDFT2k:mp-558294_3_10_0_0_0,mp-558294
0,train,nebDFT2k:mp-559240_3_5_0_0_0,mp-559240
0,train,nebDFT2k:mp-559240_4_6_0_0_0,mp-559240
0,train,nebDFT2k:mp-560189_14_22_0_0_0,mp-560189
0,train,nebDFT2k:mp-560189_9_11_0_0_0,mp-560189
0,train,nebDFT2k:mp-560189_10_13_0_0_0,mp-560189
0,train,nebDFT2k:mp-561294_1_2_0_0_0,mp-561294
0,train,nebDFT2k:mp-561336_2_0_0_0_1,mp-561336
0,train,nebDFT2k:mp-561336_2_1_1_0_1,mp-561336
0,train,nebDFT2k:mp-561336_3_1_1_-1_1,mp-561336
0,train,nebDFT2k:mp-561336_0_1_0_0_0,mp-561336
0,train,nebDFT2k:mp-561336_0_2_0_1_-1,mp-561336
0,train,nebDFT2k:mp-567219_0_3_1_1_-1,mp-567219
0,train,nebDFT2k:mp-567219_2_0_1_-1_1,mp-567219
0,train,nebDFT2k:mp-567219_1_0_1_-1_0,mp-567219
0,train,nebDFT2k:mp-567219_0_2_0_1_-1,mp-567219
0,train,nebDFT2k:mp-567219_0_2_0_1_0,mp-567219
0,train,nebDFT2k:mp-567219_0_1_0_1_0,mp-567219
0,train,nebDFT2k:mp-568365_34_46_1_0_0,mp-568365
0,train,nebDFT2k:mp-568365_0_2_0_0_0,mp-568365
0,train,nebDFT2k:mp-568365_24_1_0_1_1,mp-568365
0,train,nebDFT2k:mp-568365_15_21_0_0_0,mp-568365
0,train,nebDFT2k:mp-568365_5_31_0_0_0,mp-568365
0,train,nebDFT2k:mp-569525_3_2_0_1_0,mp-569525
0,train,nebDFT2k:mp-569525_1_3_0_0_0,mp-569525
0,train,nebDFT2k:mp-569525_4_2_0_1_0,mp-569525
0,train,nebDFT2k:mp-569525_2_5_0_0_0,mp-569525
0,train,nebDFT2k:mp-569525_5_2_0_1_0,mp-569525
0,train,nebDFT2k:mp-569525_1_4_0_1_0,mp-569525
0,train,nebDFT2k:mp-584942_3_2_1_0_1,mp-584942
0,train,nebDFT2k:mp-585177_2_3_0_0_0,mp-585177
0,train,nebDFT2k:mp-5853_0_1_0_1_1,mp-5853
0,train,nebDFT2k:mp-5853_0_1_0_0_0,mp-5853
0,train,nebDFT2k:mp-6326_0_6_0_0_0,mp-6326
0,train,nebDFT2k:mp-6326_0_11_1_0_0,mp-6326
0,train,nebDFT2k:mp-6326_3_4_0_0_0,mp-6326
0,train,nebDFT2k:mp-6327_0_0_0_1_0,mp-6327
0,train,nebDFT2k:mp-632815_5_17_0_0_0,mp-632815
0,train,nebDFT2k:mp-632815_1_5_0_0_0,mp-632815
0,train,nebDFT2k:mp-632815_18_2_0_1_0,mp-632815
0,train,nebDFT2k:mp-632815_1_14_0_0_0,mp-632815
0,train,nebDFT2k:mp-632815_3_12_0_1_0,mp-632815
0,train,nebDFT2k:mp-641703_8_3_1_0_0,mp-641703
0,train,nebDFT2k:mp-641703_3_9_0_0_0,mp-641703
0,train,nebDFT2k:mp-641703_2_4_0_0_0,mp-641703
0,train,nebDFT2k:mp-652479_0_6_0_1_0,mp-652479
0,train,nebDFT2k:mp-674219_0_1_0_1_0,mp-674219
0,train,nebDFT2k:mp-675488_0_1_0_1_0,mp-675488
0,train,nebDFT2k:mp-675488_2_0_0_0_1,mp-675488
0,train,nebDFT2k:mp-679929_0_3_0_0_0,mp-679929
0,train,nebDFT2k:mp-684024_0_32_0_0_0,mp-684024
0,train,nebDFT2k:mp-684024_1_35_0_0_0,mp-684024
0,train,nebDFT2k:mp-684024_1_56_0_0_0,mp-684024
0,train,nebDFT2k:mp-684024_1_38_0_0_1,mp-684024
0,train,nebDFT2k:mp-684024_2_33_0_0_0,mp-684024
0,train,nebDFT2k:mp-684024_0_4_0_0_0,mp-684024
0,train,nebDFT2k:mp-684024_2_15_0_0_0,mp-684024
0,train,nebDFT2k:mp-684024_6_22_0_1_0,mp-684024
0,train,nebDFT2k:mp-684024_4_23_0_1_0,mp-684024
0,train,nebDFT2k:mp-684109_0_3_1_0_0,mp-684109
0,train,nebDFT2k:mp-705362_1_2_0_1_-1,mp-705362
0,train,nebDFT2k:mp-720509_15_4_0_0_1,mp-720509
0,train,nebDFT2k:mp-720509_7_17_0_0_0,mp-720509
0,train,nebDFT2k:mp-720509_0_16_0_0_1,mp-720509
0,train,nebDFT2k:mp-720509_0_11_0_0_0,mp-720509
0,train,nebDFT2k:mp-720509_1_10_1_0_0,mp-720509
0,train,nebDFT2k:mp-720509_2_18_0_1_0,mp-720509
0,train,nebDFT2k:mp-720509_9_19_0_0_0,mp-720509
