source,dft_path_length,dft_endpoint_displacement,dft_tortuosity,dft_bottleneck_mean_k_distance,dft_bottleneck_path_coordinate,dft_coordination_at_bottleneck,dft_smooth_coordination_at_bottleneck,dft_coordination_range,dft_smooth_coordination_range,composition_family,anion_family,em_bvse,bvse_path_length,bvse_endpoint_displacement,bvse_tortuosity,bvse_bottleneck_mean_k_distance,bvse_bottleneck_path_coordinate,bvse_coordination_at_bottleneck,bvse_smooth_coordination_at_bottleneck,bvse_coordination_range,bvse_smooth_coordination_range
nebDFT2k:mp-1222591_0_0_0_1_0,2.784203927121344,2.700684731906252,1.0309251924996594,2.0385395200956338,0.5023888126830366,10.0,0.9548364291972661,7.0,0.09296516336612781,Li47O96Al32Co16,O,1.351952251560098,3.1106968821102132,2.858329664979995,1.0882918510842885,1.8434024140881982,0.5092431337568187,7.0,1.1903471053211918,10.0,0.10516778091229217
nebDFT2k:mp-1277038_4_0_0_1_0,3.0893221595256732,3.0277853337249128,1.0203240385358017,2.040184307252082,0.7608733056391543,10.0,0.8527073294371781,1.0,0.06551848473606603,Li31O64Ti16Fe16,O,1.580575099503459,3.209393713188014,3.0744963738367295,1.0438762395360848,1.9234594252501505,0.5013492680890519,10.0,1.118212432039995,2.0,0.30439481358182263
nebDFT2k:mp-1277589_2_0_1_0_0,3.7737080334725626,3.766724965854385,1.0018538830632657,2.0971950438813365,0.0,4.0,0.5757246759569493,2.0,0.017150199983127168,Li15O64Ti8Fe24,O,0.3806329457129225,3.597979375737562,3.5970550977689686,1.0002569540758959,2.019008524248704,0.0,4.0,0.6540548707356943,6.0,0.11449420529197896
nebDFT2k:mp-1277613_3_1_1_-1_0,2.93266439936788,2.7097325283162044,1.0822708030117654,2.01888703359393,0.48541330063319355,7.0,0.7901084535593832,6.0,0.22808655634009134,Li15O64Mg8Co24,O,0.9027958918019832,3.188918574866488,2.876321150394692,1.1086795973491697,1.9191810787977923,0.5073431587733037,5.0,0.9152716679072633,8.0,0.08795623237274586
nebDFT2k:mp-1277613_2_0_0_0_1,2.9202198449852705,2.690288635716233,1.0854671153929263,2.0206605883785658,0.474063761260488,7.0,0.7922491378604875,6.0,0.250074574570882,Li15O64Mg8Co24,O,0.8822454606731029,3.345038837811104,2.8683997950315376,1.166168971147317,1.9258727046950597,0.5010738972165413,5.0,0.9010358599650435,8.0,0.14817956638815788
nebDFT2k:mp-1277814_5_7_0_1_0,3.354729592750403,3.158966558958083,1.0619705939074227,1.9019859958772265,0.9991459477110376,7.0,0.8620733421788093,2.0,0.03455440494076656,Li79O16F80Ni16,O+F,0.2450189731363896,3.4918348995473725,3.170261047210603,1.1014345025687113,1.913732434531334,1.0,4.0,0.7856137837248491,6.0,0.1438513169477298
nebDFT2k:mp-1277814_6_10_1_-1_0,6.501219658884523,5.4061237374527025,1.2025658262028267,1.8876096948719838,0.566440419696884,9.0,1.0464601576457109,7.0,0.40101881017652596,Li79O16F80Ni16,O+F,1.948837673076694,6.308805269020602,5.439090895255915,1.159900687543808,1.7436563696752916,0.673752036825085,7.0,1.3794763984446834,7.0,0.7159030297487061
nebDFT2k:mp-1277814_1_2_0_1_0,3.315540400218297,3.121141742173475,1.0622844696279152,1.9074181680675908,0.0,4.0,0.7964193597741974,4.0,0.0332875584591823,Li79O16F80Ni16,O+F,0.263521256393583,3.470877040653051,3.1729477801044745,1.0938966794274712,1.9121569807661098,0.0,4.0,0.7877180249209456,6.0,0.14051905243370866
nebDFT2k:mp-1277814_9_2_1_1_0,6.2799114172941,5.399809711822031,1.1629875407544872,1.871383065928169,0.5725243238863978,7.0,1.0288436918773187,6.0,0.29443403455805417,Li79O16F80Ni16,O+F,1.9356260193836987,6.315030622203561,5.438266983557908,1.1612211466072677,1.7419652740908953,0.67575179090896,7.0,1.391180265503904,7.0,0.7155511493914493
nebDFT2k:mp-1282211_3_0_0_0_1,6.0680294638472425,5.2770366719503885,1.149893366498911,1.933645701902959,0.2586443006117524,7.0,0.980023314350381,6.0,0.25688512487031956,Li23O48V24,O,7.0171598955639976,6.3888427697396235,5.326222732987462,1.1995072474477877,1.5553371670128704,0.499908513572095,11.0,1.8425367420221324,9.0,0.9166130857533976
nebDFT2k:mp-1282761_2_1_1_1_0,3.555379389105111,3.5478170291681876,1.0021315529732087,2.0027911829019387,0.0,4.0,0.6728110412855,4.0,0.10669656971734742,Li15O64V16Ga16,O,0.3521881332985128,3.561461421277603,3.5586567144330203,1.000788136386746,2.0114448918816463,1.0,4.0,0.6630617169787119,7.0,0.13852502906156605
nebDFT2k:mp-1282761_3_0_0_0_1,3.533764220906626,3.527127080226102,1.0018817412952694,2.0017281676591505,1.0,4.0,0.6742245047027874,6.0,0.14438427751499594,Li15O64V16Ga16,O,0.3527253738283593,3.5613568048565636,3.558437792375785,1.0008203072952497,2.0114560872762497,0.0,4.0,0.6630479929905368,7.0,0.13832525255530492
nebDFT2k:mp-1282869_0_3_0_0_0,3.7754484305870406,3.7198930582695056,1.0149346692088452,2.100337763226021,1.0,4.0,0.5740993288798355,4.0,0.04823201849855918,Li15O64Fe24Sn8,O,0.216460903530943,3.755273989467842,3.7309601493324682,1.0065167782989384,2.0494164772258463,1.0,4.0,0.6228490219095795,2.0,0.03739273302922674
nebDFT2k:mp-1282869_1_2_1_0_0,3.7901102165437033,3.73302846554401,1.0152910034109195,2.099832012120173,1.0,4.0,0.5766486762314297,5.0,0.0838764834491017,Li15O64Fe24Sn8,O,0.225825822327699,3.769391124843831,3.7461499999886225,1.0062040027375516,2.0432587743498525,0.0,4.0,0.6300903889150955,3.0,0.02159510882388127
nebDFT2k:mp-1282931_3_5_0_0_0,2.955653360500965,2.6979869058684622,1.0955032265249494,2.067064949214572,0.5016963058785526,9.0,0.8446229153979342,5.0,0.14101210837142342,Li39O80V16Ni24,O,0.808602783760553,3.2234673263931075,2.8604395240449194,1.1269132940223237,1.8826172400549235,0.5074538710048473,6.0,1.107266958618238,9.0,0.15379739258675984
nebDFT2k:mp-1284600_2_7_0_0_0,2.700404895667393,2.6422843717756948,1.021996316714631,2.0816147642147507,0.7551269168984619,10.0,0.8522792033235234,5.0,0.06831270101531106,Li31O64Co24Ni8,O,1.0885603858477684,3.249350442486135,2.9237487819723587,1.111364445030782,1.8658887093851573,0.5109923598006556,6.0,1.1364924080871788,10.0,0.1653635258547015
nebDFT2k:mp-1295192_1_1_1_0_0,5.224454676758527,4.7273663446020295,1.105151218653511,1.9873238314356745,0.3569761329609354,10.0,0.9557802581672834,2.0,0.42317084657017023,Li15C32O96Mn16,O,2.104118160382776,5.655681237496777,4.7273011,1.1963869273097025,1.8165176804519516,0.3365814941299046,11.0,1.343296326580153,4.0,0.6824927509895027
nebDFT2k:mp-1295192_3_3_1_0_0,5.2434270213723115,4.727174685056631,1.1092094899618663,1.984179637812425,0.3562176441451878,10.0,0.9618037731110316,2.0,0.4313271010968531,Li15C32O96Mn16,O,2.1141371894307945,5.645754567844828,4.7273011,1.1942870674865258,1.818314555652897,0.33368272376799774,11.0,1.340608500235905,4.0,0.6831733352474321
nebDFT2k:mp-1297766_1_5_1_-1_0,5.179175047095147,5.0866873725032535,1.0181822997599277,1.9579829696418072,0.3540816765061865,7.0,1.0319399002542828,11.0,0.12609544806498618,Li31O64Ti8Co24,O,4.564458136250052,5.330531536784828,5.113086636462779,1.0425271300453607,1.5260090939439197,0.5029444146813759,10.0,1.7325907100561835,11.0,0.7681942906623318
nebDFT2k:mp-1306251_7_5_1_1_0,4.1105392033411,4.108071982072011,1.0006005788797898,2.068282918331473,0.24919202437035542,9.0,0.9065642620038651,3.0,0.10126678511895038,Li71O72Mn12Fe24,O,0.8352504430006114,3.961477645371546,3.9561176363540413,1.001354865934281,1.924738101690293,0.7523780624881191,12.0,1.241535762450359,2.0,0.25276620330084687
nebDFT2k:mp-1314006_1_0_0_1_-1,3.6553220374292184,3.652960887093188,1.0006463661695293,1.998784781086581,1.0,4.0,0.6781357336094289,2.0,0.01152407597943228,Li15O64V16Ga16,O,0.2407897558963077,3.6688266350431595,3.6685342300449593,1.000079706220486,2.014118224343159,0.0,4.0,0.6592817087210363,8.0,0.10309467686984886
nebDFT2k:mp-1320203_8_0_0_1_0,2.7147130662119,2.629077401977261,1.032572515426984,2.0061709185080363,0.7388363494531673,10.0,0.9415502126355665,7.0,0.21008127599476345,Li39O80Co16Ni24,O,0.8924765529553833,3.213148902153946,2.9020612562937207,1.1071954098782606,1.8735043084657435,0.49750094338590006,6.0,1.130961802721356,11.0,0.10083771261843388
nebDFT2k:mp-1641416_3_9_0_0_0,3.0226462990237204,2.4202131800755473,1.2489173779845988,2.1547678729729154,0.0,10.0,0.7132981083997518,4.0,0.1148661067958422,Li23O48Mn20Co4,O,0.7105382866835803,3.0672838807724894,2.82430854933135,1.0860300237021423,1.974226496939395,0.4988978813699927,6.0,0.9491530482735787,5.0,0.17778985042242113
nebDFT2k:mp-25463_4_10_1_0_0,3.7252690382825726,3.3769317472594604,1.1031520081227002,1.958268447681919,0.500154217899232,8.0,0.867667831119662,1.0,0.20876075117686177,Li23C8O56P8V8,O,1.2320017866192996,4.31580360873909,3.5947825200000008,1.2005743281346235,1.811327548341034,0.4981441222848365,9.0,1.1040105830541957,2.0,0.4760158749174972
nebDFT2k:mp-25465_1_0_0_0_1,4.487726413255029,4.263292882198065,1.0526432354657396,2.0546196172902693,0.24514140994388472,8.0,0.7871040709105578,1.0,0.2121106238215006,Li15O64F16P16Co16,O+F,1.6259867525743237,4.629568037560646,4.325874821551399,1.0702038844250081,1.9490254927260546,0.49879826418030737,8.0,1.1934598702275108,1.0,0.4189387879557498
nebDFT2k:mp-25465_1_0_1_0_1,2.875546745847636,2.7523041646697597,1.0447779655896658,2.0118358802834,0.8185084961746997,7.0,0.7597029529756676,2.0,0.11883513847624616,Li15O64F16P16Co16,O+F,1.0132567030384465,3.4382745802970724,2.990197723287815,1.1498485713903168,1.8090558940121744,0.5074460171317042,7.0,1.1403597870480824,3.0,0.38463861283387946
nebDFT2k:mp-26247_6_9_0_0_0,3.0168009910955322,2.874808762614238,1.0493918866283725,1.9927914903809225,0.0,6.0,0.7282452530560924,4.0,0.030996884529397195,Li39O64P16Cu8,O,0.4576756115341538,3.3898200095320457,3.048409641571754,1.1119962236388483,1.9878867830058753,0.0,6.0,0.728422130970308,4.0,0.14983512544916722
nebDFT2k:mp-26351_0_2_0_0_0,5.081065123968115,4.923068381986472,1.0320931438937053,1.9863378293829506,0.5274727154051682,9.0,1.0266273747674537,4.0,0.3507928517440805,Li11O64P16Mo12,O,2.616773502083748,5.679381046316241,5.012660392881676,1.1330073456365315,1.8459329599258216,0.4865312839521318,9.0,1.226256003825787,5.0,0.4961661578316129
nebDFT2k:mp-26721_0_1_0_0_0,5.767529559749699,4.943971860280308,1.1665781526965846,2.0018152567465224,0.09628154256155094,7.0,0.8035476750154936,3.0,0.27167066420310193,Li15O64P16Nb8,O,0.4988783583660745,6.227703717146111,4.9238092505207245,1.2648141713628511,2.0342932019652165,0.0,7.0,0.8319187851565389,5.0,0.39128011409462204
nebDFT2k:mp-26965_0_2_0_1_0,3.961530935780663,3.869874506238763,1.0236845999512743,1.9407655108914414,0.0,6.0,0.8242013781847843,2.0,0.25761143537516396,Li31O112P32Cr16,O,0.1519292223393102,4.124741847037073,4.00981602941064,1.0286611198078641,1.9305732187208011,1.0,6.0,0.8411340255795025,2.0,0.4034443303451004
nebDFT2k:mp-28030_17_16_0_1_-1,2.6587587788304305,2.59230845331807,1.0256336492006985,2.01163484328361,0.5050866013881734,10.0,0.9804180670694411,2.0,0.026608694314365855,Li63O72Nb16,O,1.942755551523036,3.026722342732501,2.660588369910749,1.137613911630394,1.78326682919587,0.5027430452712497,6.0,1.2502970715746513,6.0,0.2942656811263745
nebDFT2k:mp-28030_30_31_0_0_0,2.701156552785488,2.654115753360026,1.017723718103067,2.0243692780731815,0.49429258908522233,10.0,0.9775976325346569,3.0,0.04428219320652593,Li63O72Nb16,O,2.108518161442378,3.063175740347088,2.737471477484974,1.1189799658337816,1.7841854218857036,0.506321703083826,7.0,1.272818805446124,5.0,0.33117646066834205
nebDFT2k:mp-28030_2_22_0_0_0,2.9108690623176257,2.7405452972964115,1.0621495894226747,1.9438809363696001,0.42959935330917626,8.0,1.0191299002633751,9.0,0.0505879844083621,Li63O72Nb16,O,1.3911523823598455,3.1665647599653366,2.8252381487874856,1.120813394553779,1.7657382485884714,0.5046459924671353,6.0,1.3189057701764315,10.0,0.3249962857890355
nebDFT2k:mp-28548_0_8_0_0_0,1.6816846404404404,1.6201133908924532,1.0380042840791965,2.003344693833425,0.0,10.0,1.0095823156494808,4.0,0.1976137904480646,Li63O48Ge8,O,0.318781949331774,2.6328851458832125,2.173342994154907,1.2114448354282872,1.9365193092061834,0.24199233474945206,9.0,1.033398634607551,5.0,0.1341048631821955
nebDFT2k:mp-29040_4_3_0_1_1,3.795640567938598,3.3185278838870778,1.1437723896695622,1.8422817227795718,0.4338303284885611,4.0,0.8889674398606587,3.0,0.12337944988025928,Li11F76Zr16,F,0.7239457274713001,4.29332146235353,3.4408805728454714,1.2477391677686518,1.8252301793394357,0.7536168957067467,6.0,1.068340237588415,2.0,0.18992566656609688
nebDFT2k:mp-29040_0_5_0_0_0,6.192247975090628,5.296710612957457,1.1690742476929734,1.9701408597173455,0.499898680599287,9.0,0.8434103600911492,3.0,0.10986546795314334,Li11F76Zr16,F,0.7483405826846616,6.055328296061369,5.290018076588219,1.1446706246355085,2.005579087248313,0.0,6.0,0.912002553442704,3.0,0.2191769436873272
nebDFT2k:mp-29040_1_3_0_0_0,3.9497374800286718,3.6688635456801313,1.0765561135897934,1.9077172720100506,0.8344444497689976,7.0,0.9121988174861297,1.0,0.1160376876272079,Li11F76Zr16,F,0.5214491520542451,4.194580281943267,3.695175084216782,1.1351506183995441,1.9341941369716071,0.7471287087529221,6.0,0.8786603446209212,2.0,0.164357484184375
nebDFT2k:mp-34038_3_4_0_1_0,4.065525369963646,3.8543653081810194,1.054784651920365,2.370623218385838,0.0,4.0,0.33042393330114295,1.0,0.08358357853567866,Li53N9Cl27,N+Cl,0.3315792340371957,4.51024092210686,3.965912190269433,1.1372518365820012,2.374998568602357,0.0,4.0,0.32740358088453103,3.0,0.05770908518456247
nebDFT2k:mp-34038_0_2_0_0_1,3.4031291571278897,3.2090636168496243,1.06047419541928,2.1095867410200775,0.18583016359857726,9.0,0.8406028204390696,5.0,0.43309524291076773,Li53N9Cl27,N+Cl,0.7420404125902,3.5984272873407113,3.0338701883880885,1.1860847906787255,2.181490405575306,0.0,10.0,0.8479185380314245,3.0,0.4276155123985348
nebDFT2k:mp-34038_2_0_0_1_-1,3.399360655610481,3.208472652725462,1.0594949758175023,2.1115973644453163,0.8135568152369422,9.0,0.8378629867692446,5.0,0.4320947265264224,Li53N9Cl27,N+Cl,0.7420404125901965,3.6213167703011635,3.048835720516082,1.1877703826194272,2.1814904046450345,1.0,10.0,0.847918538033047,3.0,0.4276155116761408
nebDFT2k:mp-34038_0_1_1_1_0,2.445121915896304,2.429755159412936,1.0063244053310627,2.2123704323177904,0.0,9.0,0.7780952576564466,1.0,0.24807436298858154,Li53N9Cl27,N+Cl,0.7134604722214837,3.615778969284479,2.758258833310865,1.3108918298810606,2.0743869888419524,0.49822721457663843,6.0,0.7000003221835036,3.0,0.35234311830060433
nebDFT2k:mp-34038_4_4_0_1_0,3.9766877329673043,3.5898792967346784,1.1077497052852066,2.402926611651147,1.0,4.0,0.31014882920533315,1.0,0.057758308720008034,Li53N9Cl27,N+Cl,0.1271663543982326,4.134757542219011,3.7395314434429117,1.105688668421042,2.388405371490473,0.0,4.0,0.319043071880199,3.0,0.0278974548450176
nebDFT2k:mp-34038_0_0_1_-1_0,4.772423731203397,3.562866906243832,1.3394897583291276,2.148169928220128,0.7597120192368944,9.0,0.8234326685784247,3.0,0.1517197972938612,Li53N9Cl27,N+Cl,1.2377280935305168,4.846942703758956,3.7430979976600223,1.2949013642680467,2.0062484942002436,0.7427318532621512,7.0,0.9425683068000077,4.0,0.13329570000820923
nebDFT2k:mp-3635_0_3_0_0_0,3.479984749063449,3.193879229186359,1.0895793169831207,1.9287454501019416,1.0,13.0,1.1072549728835355,3.0,0.09701610381404091,Li31B32O64,O,0.6541090667501095,3.710188444590289,3.2042363642887928,1.1579009856889246,1.8865348166038403,0.25311729470319644,12.0,1.1505023698943968,1.0,0.13266777339919655
nebDFT2k:mp-4002_0_1_0_0_0,2.91789053094101,2.6544200689772217,1.0992572596338555,1.8358018691363958,0.5056927556244142,5.0,0.9245295030113548,3.0,0.1645083309470775,Li15F48Zr8,F,0.8949811193655349,3.1634242452833536,2.848306717705974,1.1106332845470992,1.7416308464731964,0.5049126693515706,5.0,1.1050356775958334,3.0,0.024706413804271854
nebDFT2k:mp-4117_3_0_1_0_1,5.978918479335739,5.351175374935787,1.1173093872684905,1.8615270613594923,0.6030053399418609,8.0,1.1999141298743516,4.0,0.29439208850834875,Li31O80Si32,O,7.545019074174192,6.005912798896224,5.349043079718862,1.122801351454415,1.3803889895141155,0.49977742634496397,12.0,2.0761057943894192,4.0,1.1148022025110456
nebDFT2k:mp-556655_0_7_0_1_-1,3.5839688540831807,3.5057359785208138,1.0223156780891913,2.0022358318604754,1.0,9.0,0.8153827563367122,1.0,0.1394264433072694,Li31B16O64Al16,O,0.6911538785138769,3.7825812060913844,3.5361692615009095,1.0696833003083925,2.0032840822092814,0.0,9.0,0.8142641285424056,1.0,0.2721144811530867
nebDFT2k:mp-556655_1_4_0_0_0,3.0977996966042,2.805722127712794,1.104100675546764,2.0134826348639083,0.0,8.0,0.7798077548365001,2.0,0.12100215766514988,Li31B16O64Al16,O,0.2718450228542528,3.5150461649814826,2.9676925042772373,1.1844374576932626,2.0032840825397433,0.0,8.0,0.7943098263864404,2.0,0.17339756354856828
nebDFT2k:mp-559680_0_2_0_0_1,5.449309498336628,4.895346172102071,1.113161216134524,1.9940847246917088,0.28414728178811816,8.0,0.8236256372693912,4.0,0.14413738999680425,Li7O48V8Ge16,O,2.348281621991843,5.561756012315725,4.915669740649852,1.1314340274577641,1.8786943580950837,0.5029106427226364,9.0,1.0788443489953607,5.0,0.3676511301585058
nebDFT2k:mp-567474_0_1_0_0_0,4.058168108043515,3.50315356671702,1.1584328322342508,2.5037234326930973,0.48625420889551735,4.0,0.2572158695664679,3.0,0.03685019289170266,Li23Cl48Cr12,Cl,0.2696087063442725,4.49833727454536,3.743566993415096,1.2016179441847572,2.3330428788423543,0.5015390791957974,4.0,0.35603625049645143,3.0,0.06691674400066794
nebDFT2k:mp-6745_0_1_1_0_0,4.792818874673189,4.6065107448251394,1.0404445230171977,1.9926953251896107,0.6714378636403794,9.0,0.9068140521145321,2.0,0.19403828422381975,Li15O96Si32Ga16,O,2.2311224442905364,5.147035148380528,4.649177974130061,1.1070849894370036,1.8702375358183394,0.49707577526080376,8.0,1.1910834715050655,3.0,0.4555374041619915
