outcome,effect,source,midpoint_prediction,midpoint_prediction_sd,midpoint_seeds,positional_prediction,positional_prediction_sd,positional_seeds,affine_bvse_prediction,affine_bvse_prediction_sd,affine_bvse_seeds,bvse_delta_prediction,bvse_delta_prediction_sd,bvse_delta_seeds,dft_barrier,midpoint_absolute_error,positional_absolute_error,delta_pos,affine_bvse_absolute_error,bvse_delta_absolute_error,delta_bvse,dft_path_length,dft_endpoint_displacement,dft_tortuosity,dft_bottleneck_mean_k_distance,dft_bottleneck_path_coordinate,dft_coordination_at_bottleneck,dft_smooth_coordination_at_bottleneck,dft_coordination_range,dft_smooth_coordination_range,composition_family,anion_family,em_bvse,bvse_path_length,bvse_endpoint_displacement,bvse_tortuosity,bvse_bottleneck_mean_k_distance,bvse_bottleneck_path_coordinate,bvse_coordination_at_bottleneck,bvse_smooth_coordination_at_bottleneck,bvse_coordination_range,bvse_smooth_coordination_range
delta_pos,largest_harm,nebDFT2k:mp-772502_1_2_0_0_0,1.3857452511787414,0.18143234711687514,10,1.0408777177333832,0.14006541996143182,10,1.1696124219404949,0.0,10,1.2886842489242554,0.10365669256669018,10,1.4095782031162116,0.02383295193747026,0.3687004853828284,-0.34486753344535814,0.23996578117571676,0.12089395419195625,0.11907182698376051,4.866945962483257,4.683464472923691,1.0391764452619037,2.019589686105276,0.7208401144973425,7.0,0.8112688469664813,3.0,0.1679272167764308,Li15O96Si32Fe16,O,2.181658845735378,5.191131288866593,4.836316333264197,1.0733647121388603,1.8571506339048856,0.6692538453490995,8.0,1.1194622257337985,2.0,0.3850179378844273
delta_pos,largest_harm,nebDFT2k:mp-761269_2_1_1_-1_0,1.479506778717041,0.36934642189566586,10,2.004548442363739,0.38175387252014115,10,1.5331341735098114,0.0,10,1.7770058393478394,0.16798588871187672,10,1.578548204733437,0.09904142601639587,0.42600023763030226,-0.3269588116139064,0.04541403122362553,0.19845763461440247,-0.15304360339077694,5.3726156269446115,5.236895367277378,1.0259161679103384,1.836675377003642,0.3410861025969735,7.0,1.1335520736233156,5.0,0.1313419574643004,Li31F64Ag16,F,3.0925325683270746,5.668750415482585,5.255075928023864,1.0787190314896709,1.4870873635487187,0.50188176920942,8.0,1.7476181949077594,6.0,0.6584676063703698
delta_pos,largest_harm,nebDFT2k:mp-4117_3_0_1_0_1,1.9852880239486694,0.29037592576163057,10,2.3634687542915342,0.592260613357874,10,3.310082671748379,0.0,10,3.951076698303223,0.3349440926971591,10,2.0165598319364904,0.03127180798782092,0.3469089223550439,-0.31563711436722297,1.2935228398118888,1.9345168663667325,-0.6409940265548437,5.978918479335739,5.351175374935787,1.1173093872684905,1.8615270613594923,0.6030053399418609,8.0,1.1999141298743516,4.0,0.2943920885083487,Li31O80Si32,O,7.545019074174192,6.005912798896224,5.349043079718862,1.122801351454415,1.3803889895141157,0.4997774263449639,12.0,2.0761057943894192,4.0,1.1148022025110456
delta_pos,largest_harm,nebDFT2k:mp-1176649_6_7_0_0_0,0.9342743217945099,0.20010510329029418,10,1.311507773399353,0.24022351548003074,10,0.9110472697612776,0.0,10,0.7823225498199463,0.07866953410893661,10,0.9662818259483572,0.032007504153847344,0.3452259474509958,-0.31321844329714843,0.05523455618707962,0.1839592761284109,-0.12872471994133128,4.453796954254539,4.36648039381139,1.0199970119107606,2.043542786847974,1.0,8.0,0.7699412898940268,3.0,0.1681300357489199,Li15O64F16P16Mn16,O+F,1.5337740859342484,4.598582301785365,4.4298694338711515,1.0380852913235368,1.888702193219186,0.4960600917552787,10.0,1.314450397381144,4.0,0.5386526495081541
delta_pos,largest_harm,nebDFT2k:mp-1178166_8_9_0_0_1,0.628833669424057,0.18688552928891347,10,1.3427943646907807,0.5414554994134755,10,0.7735207629326153,0.0,10,1.0579079389572144,0.24861467304362808,10,0.8422648307995928,0.21343116137553575,0.5005295338911879,-0.2870983725156522,0.06874406786697751,0.21564310815762155,-0.14689904029064405,3.6023073192132795,3.238504355507746,1.1123367220694982,2.0385687353114723,0.0,7.0,0.7600122446346445,1.0,0.1847032871045383,Li7O32K16Nb8,O,1.189174950698816,4.325077910474295,3.3769012293827654,1.2807830660966175,1.9305748701764536,0.4979259120140277,5.0,0.8471721472449272,3.0,0.238502311561919
delta_pos,largest_help,nebDFT2k:mp-1222575_0_2_0_0_0,2.2138043880462646,0.4346348629981434,10,3.832399916648865,0.5502626503581388,10,3.0899913941953017,0.0,10,4.091467690467835,0.2748677877758738,10,4.53782219991362,2.3240178118673556,0.7054222832647552,1.6185955286026004,1.4478308057183185,0.4463545094457855,1.001476296272533,5.688602402443673,5.144914250596203,1.1056748714100466,1.8873739185337888,0.3249394773857368,9.0,1.0407774185394103,2.0,0.3481813044910326,Li7O48Si16Sc2In6,O,6.993538013056706,5.9691955175788145,5.286391369117924,1.1291626178965295,1.6108869368580585,0.4960794780642836,9.0,1.572540467685481,3.0,0.9260276055245829
delta_pos,largest_help,nebDFT2k:mp-755369_2_0_1_0_1,1.1901556074619293,0.3127913373128086,10,2.3815267086029053,0.2543265315117578,10,2.0216303223942713,0.0,10,2.624806118011475,0.25062970726694356,10,2.91840317648834,1.7282475690264107,0.5368764678854347,1.191371101140976,0.8967728540940687,0.29359705847686524,0.6031757956172035,5.195242161078897,5.046731184969457,1.0294271619918545,1.9195947624346177,0.6831047544471744,7.0,1.10227110538184,8.0,0.1750504992788403,Li23O48V12Ga12,O,4.316553699621748,5.316621386735608,5.0462020859965495,1.0535886784022157,1.519382774187333,0.5043815069857405,10.0,1.7892165200633738,10.0,0.7401396956001629
delta_pos,largest_help,nebDFT2k:mp-753126_0_1_1_1_0,2.744223964214325,0.7614692346422162,10,1.0894731819629668,0.0959052209987007,10,1.1377043299945897,0.0,10,1.3974664568901063,0.1269012617286101,10,1.355068565811223,1.3891553984031022,0.2655953838482561,1.123560014554846,0.21736423581663322,0.042397891078883365,0.17496634473774986,9.39886230313241,5.157183661636668,1.82247965552377,2.113650913785139,1.0,10.0,0.7364778111933552,4.0,0.1349778726440963,Li23O80Fe24Sn16,O,2.1017069793997454,8.396641126059501,5.311449661830022,1.580856764284291,1.764032914589949,0.6701127680294594,9.0,1.1703541114155187,3.0,0.5690672432978773
delta_pos,largest_help,nebDFT2k:mp-755369_6_3_0_0_1,1.190678858757019,0.29685459080067017,10,2.288680601119995,0.25294089924897684,10,2.1413957088918796,0.0,10,2.7357789993286135,0.2439150644860073,10,2.6072857484934957,1.4166068897364767,0.31860514737350076,1.098001742362976,0.4658900396016161,0.12849325083511776,0.33739678876649837,5.260498210043063,5.096976633508874,1.0320820730193572,1.9170099992283849,0.3039292927052143,7.0,1.0933942715349123,8.0,0.189014424797355,Li23O48V12Ga12,O,4.616648929042725,5.29816512334077,5.0033694329052,1.0589194330718044,1.5165611242618562,0.5048929636771381,11.0,1.8307353993581543,11.0,0.7816009243115589
delta_pos,largest_help,nebDFT2k:mp-759667_2_4_0_0_0,1.6195458889007568,0.271031120968029,10,0.5517500281333924,0.08484443189449221,10,0.6278036593551566,0.0,10,0.7186516106128693,0.0972416284666812,10,0.3889327957493549,1.2306130931514019,0.16281723238403745,1.0677958607673643,0.23887086360580168,0.3297188148635144,-0.09084795125771272,5.947363576420651,4.7683077177792805,1.2472692469584337,1.9852716223475488,0.8463272727898974,10.0,0.8572753607088283,2.0,0.1483161578287065,Li15B16O48Sn8,O,0.8240526987073264,6.142758362965601,4.776380565856639,1.2860697086987465,1.9681916197090692,0.6762045978420554,9.0,0.9548329448187458,3.0,0.2586680818272695
delta_pos,largest_help,nebDFT2k:mp-755369_11_7_0_1_0,1.1811738848686217,0.305853217798187,10,2.2312026262283324,0.28922879543716434,10,2.031324318670104,0.0,10,2.5353341817855837,0.2388807877048682,10,2.6194679777818237,1.438294092913202,0.3882653515534913,1.0500287413597107,0.5881436591117195,0.08413379599624005,0.5040098631154795,5.164291227330185,4.982517488548005,1.0364823082307235,1.9026343069311151,0.5015690572655702,10.0,1.1620510476390202,9.0,0.1790723033115756,Li23O48V12Ga12,O,4.340843873281065,5.299433084409127,5.0071479453978665,1.058373577573218,1.5145804352377343,0.4930767361912156,10.0,1.7991878519696227,11.0,0.7834457222211211
delta_pos,largest_help,nebDFT2k:mp-755369_1_4_0_0_1,1.2142825663089751,0.3025221611375391,10,2.254388189315796,0.2995000610316978,10,2.1205633763417455,0.0,10,2.6598735809326173,0.2455274870767,10,2.7418344290632604,1.5275518627542852,0.48744623974746437,1.0401056230068209,0.6212710527215148,0.08196084813064308,0.5393102045908718,5.271129583284101,5.096980557972303,1.0341670962506238,1.908017571867267,0.3205824292443531,7.0,1.1161247963140717,8.0,0.1711653569120469,Li23O48V12Ga12,O,4.564449509837984,5.29697555954229,5.009975157870322,1.0572857933678792,1.5131062446713544,0.4982772029211229,10.0,1.8119102579285933,11.0,0.7625911129869745
delta_pos,largest_help,nebDFT2k:mp-753899_0_3_0_0_0,1.0775448441505433,0.2569721633005319,10,1.8475247025489807,0.34444026562437685,10,2.8912216456326254,0.0,10,2.9360431671142577,0.23332914191015047,10,3.250723844104641,2.173178999954098,1.4031991415556604,0.7699798583984374,0.3595021984720157,0.3146806769903834,0.04482152148163232,5.8683375177861885,5.5976696858000095,1.0483536627166123,1.85294562102348,0.4979229381590541,10.0,1.4865840431946806,6.0,0.7961428107967012,Li15C32O96Fe16,O,6.495482146990113,6.323802014434319,5.599789704945268,1.12929276769977,1.5952485258469895,0.4836010516300557,13.0,1.9679464439833183,5.0,1.087560972321031
delta_pos,largest_help,nebDFT2k:mp-777670_0_2_0_1_0,2.3184669494628904,0.45544662807322056,10,2.8979679346084595,0.3792841469361857,10,4.08206817928771,0.0,10,3.4790032148361205,0.289808479045772,10,4.522794747633043,2.2043277981701523,1.6248268130245833,0.579500985145569,0.4407265683453332,1.0437915327969223,-0.6030649644515891,5.747544177890779,5.2347332667601085,1.0979631406220742,1.8797251365616503,0.8187439019334253,8.0,1.0935052489517645,5.0,0.4517381922656491,Li15O64V12Cr12Sn8,O,9.47937736223693,5.89232303492962,5.192091491629482,1.1348650239366984,1.459809493565599,0.6658986776252144,10.0,1.9087897684773043,6.0,1.2374156677810308
delta_pos,largest_help,nebDFT2k:mp-755839_0_5_0_0_0,1.0953237771987916,0.26407253778320355,10,0.5356349110603332,0.0888377233135005,10,0.6484632984075269,0.0,10,0.602123886346817,0.08487510546053934,10,0.547669942860523,0.5476538343382686,0.012035031800189722,0.5356188025380789,0.10079335554700397,0.054453943486294065,0.046339412060709906,5.778074062401069,5.147776695044784,1.122440697158252,2.0470934594904566,0.4374729015191652,10.0,0.8389195339741224,2.0,0.0502866917006773,Li23O64V8Cr24,O,0.8758194011117768,5.938570698302751,5.134165805328627,1.1566768436148382,2.0068786707538586,0.8344897107546244,11.0,0.9721527913131892,7.0,0.2328988106822747
delta_pos,largest_help,nebDFT2k:mp-774843_2_0_0_1_0,2.884331560134888,0.4540235397607384,10,3.3858558177947997,0.4924339567731893,10,4.880530168672959,0.0,10,4.3876912832260135,0.4286109781363421,10,3.67574452515413,0.7914129650192421,0.28988870735933014,0.5015242576599119,1.2047856435188296,0.7119467580718837,0.4928388854469459,5.683157486856144,5.269499267117189,1.0785004796034932,1.8761021829757492,0.4189192200057937,7.0,1.088668567689405,4.0,0.4703658471781742,Li15O64V12Co12Sn8,O,11.480077572003148,5.788599849940695,5.188555749430123,1.1156476155385775,1.4727037667819625,0.3360933307805004,10.0,1.943278704205017,6.0,1.2514282581067997
delta_pos,largest_help,nebDFT2k:mp-758282_0_2_0_0_0,0.8104578912258148,0.1744730237879475,10,0.32501097917556765,0.044957412612201826,10,0.4600966400610226,0.0,10,0.3501594930887222,0.05506237125162059,10,0.28606387979621667,0.5243940114295982,0.03894709937935098,0.4854469120502472,0.1740327602648059,0.06409561329250552,0.10993714697230039,5.57730876953242,4.440176487547292,1.256100694459843,2.118962533925038,0.1392307226999369,9.0,0.7295980731009575,2.0,0.08378820921999,Li5C8O24Cr4,O,0.4038304800649928,5.414009564486729,4.5481544718814835,1.1903750406804143,2.044535632084769,0.1605176391493998,13.0,0.8918429192189627,4.0,0.2488386746096588
delta_pos,largest_help,nebDFT2k:mp-761094_0_2_0_0_1,3.915807867050171,0.8501072477662666,10,4.3910709619522095,0.6942311745666313,10,3.860474265403451,0.0,10,4.0755229711532595,0.3821305249527535,10,4.479324795743111,0.5635169286929398,0.08825383379090113,0.47526309490203866,0.6188505303396594,0.40380182458985114,0.21504870574980828,5.308903970132678,5.109310206024497,1.039064718339637,1.883883158855339,0.4794085619144279,13.0,1.3212546948417638,10.0,0.3528019556207497,Li39O80Fe4Co36,O,8.924131156550306,5.4154408467977815,5.10764004105517,1.0602628226085846,1.4641603080611378,0.4947871294148774,12.0,1.99702921946752,11.0,0.9764836954179772
delta_pos,largest_help,nebDFT2k:mp-34038_0_2_0_0_1,0.19941707551479335,0.17376309412772037,10,0.857349643111229,0.35856173432317595,10,0.5950732718600882,0.0,10,0.5367037326097488,0.20773585392712482,10,0.751095296214288,0.5516782206994947,0.10625434689694091,0.44542387380255377,0.15602202435419987,0.21439156360453926,-0.058369539250339386,3.4031291571278897,3.2090636168496243,1.06047419541928,2.1095867410200775,0.1858301635985772,9.0,0.8406028204390696,5.0,0.4330952429107677,Li53N9Cl27,N+Cl,0.7420404125902,3.5984272873407113,3.0338701883880885,1.1860847906787255,2.181490405575306,0.0,10.0,0.8479185380314245,3.0,0.4276155123985348
delta_pos,largest_help,nebDFT2k:mp-758380_3_8_0_0_0,1.1354893386363982,0.2513707053084968,10,1.5702775716781616,0.23176811906187847,10,2.702119165908777,0.0,10,3.0012867212295533,0.19277658950532697,10,2.9573986697728003,1.821909331136402,1.3871210980946387,0.4347882330417634,0.2552795038640232,0.04388805145675301,0.2113914524072702,4.960961972574301,4.8592790855359125,1.0209255087531517,1.8718307267954617,0.4526507806760394,12.0,1.4083246144246229,4.0,0.5748269571312608,Li23C16O80V16,O,6.021649483844676,5.778604936546705,4.856646297246465,1.1898344213007557,1.5953866900704652,0.4870036300555777,9.0,1.8859689388504688,3.0,1.0408557628501458
delta_bvse,largest_harm,nebDFT2k:mp-1020056_2_2_1_1_0,1.5922298789024354,0.544522937230159,10,2.2594040513038633,0.3088958221388239,10,1.378566085915626,0.0,10,2.4072279214859007,0.3200497155977646,10,1.4526391147018671,0.13959076420056826,0.8067649366019962,-0.667174172401428,0.07407302878624122,0.9545888067840336,-0.8805157779977923,5.714277095259645,5.181886004443156,1.1027407956022182,2.0514146681868572,0.6026903774600298,10.0,0.9243700106680884,5.0,0.2543929791252475,Li15N80Si32Ca48,N,2.705232472162268,5.537276566797638,5.1818860013966805,1.0685832465834193,1.8489417116981797,0.6618191866650972,10.0,1.2845564637922642,6.0,0.523561010372799
delta_bvse,largest_harm,nebDFT2k:mp-1282211_3_0_0_0_1,1.7015256524085998,0.4763945718030731,10,2.0091405630111696,0.2876215211454514,10,3.099418681305949,0.0,10,2.3238269329071044,0.26268092669534504,10,3.475863467544542,1.7743378151359424,1.4667229045333725,0.30761491060256985,0.3764447862385931,1.1520365346374377,-0.7755917483988446,6.0680294638472425,5.2770366719503885,1.149893366498911,1.933645701902959,0.2586443006117524,7.0,0.980023314350381,6.0,0.2568851248703195,Li23O48V24,O,7.0171598955639976,6.3888427697396235,5.326222732987462,1.1995072474477877,1.5553371670128704,0.499908513572095,11.0,1.8425367420221324,9.0,0.9166130857533976
delta_bvse,largest_harm,nebDFT2k:mp-4117_3_0_1_0_1,1.9852880239486694,0.29037592576163057,10,2.3634687542915342,0.592260613357874,10,3.310082671748379,0.0,10,3.951076698303223,0.3349440926971591,10,2.0165598319364904,0.03127180798782092,0.3469089223550439,-0.31563711436722297,1.2935228398118888,1.9345168663667325,-0.6409940265548437,5.978918479335739,5.351175374935787,1.1173093872684905,1.8615270613594923,0.6030053399418609,8.0,1.1999141298743516,4.0,0.2943920885083487,Li31O80Si32,O,7.545019074174192,6.005912798896224,5.349043079718862,1.122801351454415,1.3803889895141157,0.4997774263449639,12.0,2.0761057943894192,4.0,1.1148022025110456
delta_bvse,largest_harm,nebDFT2k:mp-777670_0_2_0_1_0,2.3184669494628904,0.45544662807322056,10,2.8979679346084595,0.3792841469361857,10,4.08206817928771,0.0,10,3.4790032148361205,0.289808479045772,10,4.522794747633043,2.2043277981701523,1.6248268130245833,0.579500985145569,0.4407265683453332,1.0437915327969223,-0.6030649644515891,5.747544177890779,5.2347332667601085,1.0979631406220742,1.8797251365616503,0.8187439019334253,8.0,1.0935052489517645,5.0,0.4517381922656491,Li15O64V12Cr12Sn8,O,9.47937736223693,5.89232303492962,5.192091491629482,1.1348650239366984,1.459809493565599,0.6658986776252144,10.0,1.9087897684773043,6.0,1.2374156677810308
delta_bvse,largest_harm,nebDFT2k:mp-756912_1_1_1_0_0,1.41227730512619,0.264485197171898,10,1.530867624282837,0.20137373917248064,10,0.9665913192842147,0.0,10,1.4286222100257873,0.19787027747248426,10,0.5701987782533138,0.8420785268728763,0.9606688460295232,-0.11859031915664686,0.39639254103090094,0.8584234317724735,-0.46203089074157255,8.603210922760736,5.063391640919739,1.6991004316620484,1.9927747563086933,0.1149004177891287,11.0,0.9871567372600172,4.0,0.1864746344236378,Li15B16O48Zn16,O,1.672950393647236,8.248950990058045,5.063292000000001,1.629167543577981,1.8780032930807633,0.665506171203449,11.0,1.1844407369316254,4.0,0.3296766811587587
delta_bvse,largest_harm,nebDFT2k:mp-765964_0_6_1_0_0,1.1868966221809387,0.17431138293313642,10,1.6805315017700195,0.2406832688332559,10,1.0243783869852263,0.0,10,1.3561726927757263,0.24038265796588895,10,1.0074282938448391,0.1794683283360996,0.6731032079251804,-0.4936348795890808,0.0169500931403872,0.34874439893088716,-0.33179430579049995,4.530037698165633,4.256614499459573,1.0642348981193326,2.0522411169169583,0.0,8.0,0.7428131465853557,3.0,0.1086950157673646,Li31O112Si32V16,O,1.8177470151623096,4.732139462225401,4.269139463825761,1.1084527695388815,1.8395872951500296,0.5131765779577369,10.0,1.20591259851492,2.0,0.4887264826901557
delta_bvse,largest_harm,nebDFT2k:mp-1020056_0_2_1_0_0,0.5288663506507874,0.18579422401391796,10,0.756853798031807,0.23371160471231867,10,0.5208987937733469,0.0,10,0.8131173014640808,0.43398811740001697,10,0.13001933520411055,0.3988470154466768,0.6268344628276964,-0.22798744738101961,0.39087945856923634,0.6830979662599702,-0.2922185076907339,2.0616527883634954,2.027377400428485,1.0169062691178103,2.1590253967846698,0.2380671398271903,7.0,0.620880669266016,5.0,0.0616000113879113,Li15N80Si32Ca48,N,0.5561819799531005,2.772075621413881,2.6501024403276467,1.0460258362960315,2.1472490791794843,0.5021748725355212,8.0,0.7188915712322952,5.0,0.0862353241760732
delta_bvse,largest_harm,nebDFT2k:mp-1174212_5_7_0_0_0,0.3841370910406112,0.074269023460371,10,0.4455973893404007,0.06069051478053037,10,0.7005929840672787,0.0,10,0.4427908658981323,0.04486154540339728,10,0.8727639313134432,0.488626840272832,0.4271665419730425,0.061460298299789495,0.17217094724616455,0.4299730654153109,-0.25780211816914633,2.835333796077017,2.74037553176692,1.0346515516611954,2.039134995429999,0.7557932784516438,12.0,0.9419016823174092,7.0,0.2489400662455068,Li31O56Co24,O,1.0064403629371628,3.2831581660565745,2.875624900572334,1.141719897265853,1.8562593346469356,0.5030924721755888,6.0,1.153070283542772,11.0,0.0819652792685381
delta_bvse,largest_harm,nebDFT2k:mp-1177804_0_1_0_0_1,1.6483089685440064,0.36505007908896564,10,2.1646708250045776,0.20874800416940764,10,1.788925969929026,0.0,10,2.0314053177833555,0.30224217608054715,10,1.6887457253068874,0.04043675676288094,0.47592509969769026,-0.4354883429348093,0.1001802446221387,0.34265959247646816,-0.24247934785432945,5.083584863143663,4.996194166355374,1.0174914532699275,1.9991569931381612,0.2619111632910431,7.0,0.9309226164908512,7.0,0.1557289240827727,Li47O96V24Co24,O,3.7334681514303054,5.445807564371832,5.096676593547174,1.0685016921157384,1.5545754837428198,0.5043710869031997,10.0,1.6959752775304684,10.0,0.730784798080819
