source,midpoint_prediction,midpoint_prediction_sd,midpoint_seeds,positional_prediction,positional_prediction_sd,positional_seeds,affine_bvse_prediction,affine_bvse_prediction_sd,affine_bvse_seeds,bvse_delta_prediction,bvse_delta_prediction_sd,bvse_delta_seeds,dft_barrier,midpoint_absolute_error,positional_absolute_error,delta_pos,affine_bvse_absolute_error,bvse_delta_absolute_error,delta_bvse,dft_path_length,dft_endpoint_displacement,dft_tortuosity,dft_bottleneck_mean_k_distance,dft_bottleneck_path_coordinate,dft_coordination_at_bottleneck,dft_smooth_coordination_at_bottleneck,dft_coordination_range,dft_smooth_coordination_range,composition_family,anion_family,em_bvse,bvse_path_length,bvse_endpoint_displacement,bvse_tortuosity,bvse_bottleneck_mean_k_distance,bvse_bottleneck_path_coordinate,bvse_coordination_at_bottleneck,bvse_smooth_coordination_at_bottleneck,bvse_coordination_range,bvse_smooth_coordination_range
nebDFT2k:mp-1222404_0_0_0_1_-1,0.2991756409406662,0.046259609740138284,10,0.6775245606899262,0.7494647041161827,10,0.6905595067286447,0.0,10,0.6087909758090972,0.24376426058644804,10,0.4571089459908393,0.1579333050501731,0.22041561469908688,-0.06248230964891377,0.23345056073780546,0.15168202981825796,0.0817685309195475,4.389677301704891,3.943880602353037,1.113035039419266,2.4537713637106515,0.5002623040568027,6.0,0.3361055756365375,3.0,0.1136605144450293,Li26S54Bi27,S,0.981299554128537,4.6588036205982375,3.959233693464763,1.1766932647315582,2.3539339745925907,0.5002439208936069,6.0,0.4723383880791313,3.0,0.2526846881911812
nebDFT2k:mp-1222469_0_0_0_1_0,1.6956098318099975,0.23044594084195444,10,1.0621576309204102,0.21252112012291072,10,0.5411866333048198,0.0,10,0.5758849710226059,0.09286096761195053,10,1.345391506437835,0.35021832537216246,0.28323387551742485,0.06698444985473762,0.8042048731330153,0.7695065354152291,0.03469833771778619,18.02787952567943,14.012373380630857,1.2865685944822995,1.9825226258825224,0.0,6.0,0.7854629790765356,6.0,0.0867584603131241,Li7O48Al8Si16,O,0.6070170670905257,17.94016937574676,14.012373380630464,1.2803091159807198,1.9871773982858072,0.0,6.0,0.7797597957818516,7.0,0.1822325507005382
nebDFT2k:mp-1222510_2_2_0_1_0,1.7874901175498963,0.17665689885269553,10,1.9164312720298766,0.19380481383615322,10,1.85766701642526,0.0,10,1.8250606775283813,0.16623007767526943,10,1.7380209076837048,0.04946920986619152,0.17841036434617186,-0.12894115447998034,0.11964610874155523,0.08703976984467654,0.032606338896878695,5.280393701284643,5.094115821097572,1.0365672644142858,1.973649037351428,0.3165653636501661,7.0,1.006758541661529,10.0,0.1334158004761028,Li23O48Mn8Co8Ni8,O,3.9057120753401353,5.403558606298949,5.094242812032278,1.060718698672173,1.540380320070715,0.4996592382294506,10.0,1.7041056521044364,11.0,0.6654968771880578
nebDFT2k:mp-1222575_0_2_0_0_0,2.2138043880462646,0.4346348629981434,10,3.832399916648865,0.5502626503581388,10,3.0899913941953017,0.0,10,4.091467690467835,0.2748677877758738,10,4.53782219991362,2.3240178118673556,0.7054222832647552,1.6185955286026004,1.4478308057183185,0.4463545094457855,1.001476296272533,5.688602402443673,5.144914250596203,1.1056748714100466,1.8873739185337888,0.3249394773857368,9.0,1.0407774185394103,2.0,0.3481813044910326,Li7O48Si16Sc2In6,O,6.993538013056706,5.9691955175788145,5.286391369117924,1.1291626178965295,1.6108869368580585,0.4960794780642836,9.0,1.572540467685481,3.0,0.9260276055245829
nebDFT2k:mp-1222575_1_2_0_0_0,1.1304511547088623,0.16041780636186967,10,1.3984661817550659,0.17270529018694142,10,1.1890966148083604,0.0,10,1.269989788532257,0.12777753954388593,10,1.2000721744779241,0.06962101976906188,0.19839400727714174,-0.12877298750807986,0.010975559669563761,0.06991761405433294,-0.05894205438476918,5.185326797869545,4.761063428650795,1.0891110516750624,2.0318778775837893,0.335006318669252,8.0,0.841945840155753,2.0,0.1845196293073361,Li7O48Si16Sc2In6,O,2.230480241463779,5.777518046604137,4.759551711366908,1.2138786165104771,1.8842823422551565,0.4985596758545098,8.0,1.1204377210607186,4.0,0.4672706389735412
nebDFT2k:mp-1222591_0_0_0_1_0,0.5465885072946548,0.1358376576974066,10,0.4575253278017044,0.053773251974358754,10,0.8384837628053685,0.0,10,0.6472332656383515,0.1141646177163728,10,0.4859350342758262,0.06065347301882862,0.028409706474121776,0.03224376654470684,0.35254872852954233,0.1612982313625253,0.19125049716701703,2.784203927121344,2.700684731906252,1.0309251924996594,2.0385395200956338,0.5023888126830366,10.0,0.954836429197266,7.0,0.0929651633661278,Li47O96Al32Co16,O,1.351952251560098,3.1106968821102132,2.858329664979995,1.0882918510842885,1.8434024140881984,0.5092431337568187,7.0,1.1903471053211918,10.0,0.1051677809122921
nebDFT2k:mp-1277038_4_0_0_1_0,0.8366331577301025,0.1931937855898905,10,0.9088929712772369,0.22317171718118334,10,0.9297251457455484,0.0,10,0.8094285249710083,0.08036348077329379,10,0.6852223332818994,0.15141082444820309,0.22367063799533748,-0.0722598135471344,0.24450281246364902,0.12420619168910885,0.12029662077454017,3.0893221595256732,3.0277853337249128,1.0203240385358017,2.040184307252082,0.7608733056391543,10.0,0.8527073294371781,1.0,0.065518484736066,Li31O64Ti16Fe16,O,1.580575099503459,3.209393713188014,3.0744963738367295,1.0438762395360848,1.9234594252501505,0.5013492680890519,10.0,1.118212432039995,2.0,0.3043948135818226
nebDFT2k:mp-1277589_2_0_1_0_0,0.523050743341446,0.0696996770063042,10,0.6402559697628021,0.07369547752710308,10,0.4508387065949432,0.0,10,0.5252090007066726,0.07331679915361342,10,0.573304234451399,0.05025349110995303,0.06695173531140308,-0.016698244201450052,0.12246552785645581,0.04809523374472635,0.07437029411172946,3.7737080334725626,3.766724965854385,1.0018538830632655,2.0971950438813365,0.0,4.0,0.5757246759569493,2.0,0.0171501999831271,Li15O64Ti8Fe24,O,0.3806329457129225,3.597979375737562,3.5970550977689686,1.000256954075896,2.019008524248704,0.0,4.0,0.6540548707356943,6.0,0.1144942052919789
nebDFT2k:mp-1277613_2_0_0_0_1,0.2898479729890823,0.14419953983384423,10,0.32563031017780303,0.10140199950675455,10,0.6510278826846706,0.0,10,0.39264308512210844,0.10604030487406511,10,0.5695000915187904,0.2796521185297081,0.2438697813409874,0.0357823371887207,0.08152779116588016,0.176857006396682,-0.09532921523080184,2.9202198449852705,2.690288635716233,1.0854671153929265,2.0206605883785658,0.474063761260488,7.0,0.7922491378604875,6.0,0.250074574570882,Li15O64Mg8Co24,O,0.8822454606731029,3.345038837811104,2.8683997950315376,1.166168971147317,1.9258727046950597,0.5010738972165413,5.0,0.9010358599650437,8.0,0.1481795663881578
nebDFT2k:mp-1277613_3_1_1_-1_0,0.2915611296892166,0.1432439467132442,10,0.33485805094242094,0.10241128706145282,10,0.6592293803612304,0.0,10,0.3914730966091156,0.10836896743529224,10,0.5781484184690271,0.2865872887798105,0.24329036752660615,0.043296921253204335,0.08108096189220326,0.18667532185991148,-0.10559435996770822,2.93266439936788,2.7097325283162044,1.0822708030117654,2.01888703359393,0.4854133006331935,7.0,0.7901084535593832,6.0,0.2280865563400913,Li15O64Mg8Co24,O,0.9027958918019832,3.188918574866488,2.876321150394692,1.1086795973491697,1.9191810787977923,0.5073431587733037,5.0,0.9152716679072632,8.0,0.0879562323727458
nebDFT2k:mp-1277814_1_2_0_1_0,0.3924360543489456,0.08372146741518847,10,0.37224272787570956,0.07519738033158968,10,0.4041004536684271,0.0,10,0.3261206090450287,0.07814569442857859,10,0.45879256793983814,0.06635651359089256,0.08654984006412858,-0.020193326473236017,0.05469211427141102,0.13267195889480943,-0.07797984462339841,3.315540400218297,3.121141742173475,1.0622844696279152,1.9074181680675908,0.0,4.0,0.7964193597741974,4.0,0.0332875584591823,Li79O16F80Ni16,O+F,0.263521256393583,3.470877040653051,3.1729477801044745,1.0938966794274712,1.9121569807661096,0.0,4.0,0.7877180249209456,6.0,0.1405190524337086
nebDFT2k:mp-1277814_5_7_0_1_0,0.40070984065532683,0.09029352049689772,10,0.3633660405874252,0.05402428077470723,10,0.3967163539289493,0.0,10,0.3017899259924889,0.055673782409282384,10,2.588705310963576,2.187995470308249,2.2253392703761508,-0.03734380006790161,2.1919889570346265,2.286915384971087,-0.09492642793646056,3.354729592750403,3.158966558958083,1.0619705939074229,1.9019859958772265,0.9991459477110376,7.0,0.8620733421788093,2.0,0.0345544049407665,Li79O16F80Ni16,O+F,0.2450189731363896,3.4918348995473725,3.170261047210603,1.1014345025687111,1.913732434531334,1.0,4.0,0.7856137837248491,6.0,0.1438513169477298
nebDFT2k:mp-1277814_6_10_1_-1_0,1.5939486384391786,0.17152507743288378,10,1.7035032987594605,0.2181369720367066,10,1.0766955242540686,0.0,10,1.2004122495651246,0.15917547263369872,10,2.7002744706011867,1.1063258321620082,0.9967711718417263,0.10955466032028194,1.6235789463471182,1.4998622210360621,0.12371672531105604,6.501219658884523,5.4061237374527025,1.2025658262028267,1.887609694871984,0.566440419696884,9.0,1.0464601576457109,7.0,0.4010188101765259,Li79O16F80Ni16,O+F,1.948837673076694,6.308805269020602,5.439090895255915,1.159900687543808,1.7436563696752916,0.673752036825085,7.0,1.3794763984446834,7.0,0.7159030297487061
nebDFT2k:mp-1277814_9_2_1_1_0,1.5895432829856873,0.1717250355841308,10,1.6337441086769104,0.23637970131028263,10,1.0714228685911742,0.0,10,1.2022977232933045,0.15838857840881984,10,2.448130595703759,0.8585873127180719,0.8143864870268487,0.04420082569122319,1.376707727112585,1.2458328724104546,0.13087485470213034,6.2799114172941,5.399809711822031,1.1629875407544872,1.871383065928169,0.5725243238863978,7.0,1.0288436918773187,6.0,0.2944340345580541,Li79O16F80Ni16,O+F,1.9356260193836987,6.315030622203561,5.438266983557908,1.1612211466072675,1.7419652740908953,0.67575179090896,7.0,1.391180265503904,7.0,0.7155511493914493
nebDFT2k:mp-1282211_3_0_0_0_1,1.7015256524085998,0.4763945718030731,10,2.0091405630111696,0.2876215211454514,10,3.099418681305949,0.0,10,2.3238269329071044,0.26268092669534504,10,3.475863467544542,1.7743378151359424,1.4667229045333725,0.30761491060256985,0.3764447862385931,1.1520365346374377,-0.7755917483988446,6.0680294638472425,5.2770366719503885,1.149893366498911,1.933645701902959,0.2586443006117524,7.0,0.980023314350381,6.0,0.2568851248703195,Li23O48V24,O,7.0171598955639976,6.3888427697396235,5.326222732987462,1.1995072474477877,1.5553371670128704,0.499908513572095,11.0,1.8425367420221324,9.0,0.9166130857533976
nebDFT2k:mp-1282761_2_1_1_1_0,0.6024395585060119,0.19324295886231835,10,0.5539269328117371,0.08032568691149569,10,0.4394866302582522,0.0,10,0.43340465128421785,0.11306539374417886,10,0.28025528591425086,0.3221842725917611,0.27367164689748624,0.048512625694274836,0.15923134434400132,0.15314936536996698,0.006081978974034341,3.555379389105111,3.5478170291681876,1.0021315529732089,2.0027911829019387,0.0,4.0,0.6728110412855,4.0,0.1066965697173474,Li15O64V16Ga16,O,0.3521881332985128,3.561461421277603,3.5586567144330203,1.000788136386746,2.0114448918816463,1.0,4.0,0.6630617169787119,7.0,0.138525029061566
nebDFT2k:mp-1282761_3_0_0_0_1,0.5906082510948181,0.2059161784202103,10,0.5553772389888764,0.07804440421395224,10,0.43970103826408213,0.0,10,0.4340672016143799,0.1134286472422023,10,0.2804283798305675,0.31017987126425056,0.27494885915830886,0.035231012105941706,0.15927265843351462,0.15363882178381238,0.00563383664970224,3.533764220906626,3.527127080226102,1.0018817412952694,2.0017281676591505,1.0,4.0,0.6742245047027874,6.0,0.1443842775149959,Li15O64V16Ga16,O,0.3527253738283593,3.5613568048565636,3.558437792375785,1.0008203072952495,2.0114560872762497,0.0,4.0,0.6630479929905368,7.0,0.1383252525553049
nebDFT2k:mp-1282869_0_3_0_0_0,0.5067044258117676,0.10063509530720952,10,0.4857648104429245,0.06845863152839211,10,0.3853190776359499,0.0,10,0.4034945219755173,0.05751117870763695,10,0.5327412414557386,0.02603681564397109,0.046976431012814124,-0.020939615368843034,0.14742216381978873,0.12924671948022137,0.01817544433956736,3.7754484305870406,3.7198930582695056,1.0149346692088452,2.100337763226021,1.0,4.0,0.5740993288798355,4.0,0.0482320184985591,Li15O64Fe24Sn8,O,0.216460903530943,3.755273989467842,3.730960149332468,1.0065167782989384,2.0494164772258463,1.0,4.0,0.6228490219095795,2.0,0.0373927330292267
nebDFT2k:mp-1282869_1_2_1_0_0,0.507004764676094,0.10073409092308747,10,0.499523338675499,0.06646589294481078,10,0.3890565349803278,0.0,10,0.4585010051727295,0.056703522272679045,10,0.5319701971921234,0.02496543251602934,0.03244685851662438,-0.007481426000595037,0.14291366221179558,0.07346919201939384,0.06944447019240174,3.7901102165437033,3.73302846554401,1.0152910034109195,2.099832012120173,1.0,4.0,0.5766486762314297,5.0,0.0838764834491017,Li15O64Fe24Sn8,O,0.225825822327699,3.769391124843831,3.7461499999886225,1.0062040027375516,2.0432587743498525,0.0,4.0,0.6300903889150955,3.0,0.0215951088238812
nebDFT2k:mp-1282931_3_5_0_0_0,0.4963232696056366,0.06353120276421875,10,0.5074416607618332,0.0906317644311957,10,0.6216377331639082,0.0,10,0.45723575055599214,0.1072129764203532,10,0.6656212282991589,0.16929795869352232,0.15817956753732576,0.011118391156196561,0.04398349513525068,0.2083854777431668,-0.1644019826079161,2.955653360500965,2.6979869058684622,1.0955032265249494,2.067064949214572,0.5016963058785526,9.0,0.8446229153979342,5.0,0.1410121083714234,Li39O80V16Ni24,O,0.808602783760553,3.2234673263931075,2.8604395240449194,1.1269132940223237,1.8826172400549237,0.5074538710048473,6.0,1.107266958618238,9.0,0.1537973925867598
nebDFT2k:mp-1284600_2_7_0_0_0,0.40493476688861846,0.0685203588012126,10,0.450968474149704,0.09822522467015717,10,0.7333663683761784,0.0,10,0.38920417129993434,0.11879833795783411,10,0.41195740971861017,0.00702264282999171,0.03901106443109381,-0.0319884216011021,0.32140895865756824,0.022753238418675825,0.2986557202388924,2.700404895667393,2.6422843717756948,1.021996316714631,2.0816147642147507,0.7551269168984619,10.0,0.8522792033235234,5.0,0.068312701015311,Li31O64Co24Ni8,O,1.0885603858477684,3.249350442486135,2.9237487819723587,1.111364445030782,1.8658887093851573,0.5109923598006556,6.0,1.1364924080871788,10.0,0.1653635258547015
nebDFT2k:mp-1295192_1_1_1_0_0,0.659780564904213,0.19089232820638813,10,1.0202355861663819,0.15034995401635504,10,1.1386666112774528,0.0,10,0.9703745067119598,0.1078320132517859,10,1.027006256375955,0.367225691471742,0.006770670209573115,0.3604550212621689,0.11166035490149784,0.0566317496639952,0.05502860523750264,5.224454676758527,4.7273663446020295,1.105151218653511,1.9873238314356745,0.3569761329609354,10.0,0.9557802581672834,2.0,0.4231708465701702,Li15C32O96Mn16,O,2.104118160382776,5.655681237496777,4.7273011,1.1963869273097023,1.8165176804519516,0.3365814941299046,11.0,1.343296326580153,4.0,0.6824927509895027
nebDFT2k:mp-1295192_3_3_1_0_0,0.6535224437713623,0.18102008988620316,10,1.0305217504501343,0.1506912447018097,10,1.1426651183133092,0.0,10,0.9757871031761169,0.10812735092686775,10,1.0451579195449765,0.39163547577361424,0.014636169094842222,0.376999306678772,0.09750719876833269,0.06937081636885956,0.028136382399473137,5.2434270213723115,4.727174685056631,1.1092094899618663,1.984179637812425,0.3562176441451878,10.0,0.9618037731110316,2.0,0.4313271010968531,Li15C32O96Mn16,O,2.1141371894307945,5.645754567844828,4.7273011,1.1942870674865258,1.818314555652897,0.3336827237679977,11.0,1.340608500235905,4.0,0.6831733352474321
