source,event_id,material_id,path,target,converged,max_force,n_images,elements
external:mp-759082_0_2_0_0_0_regenerated,mp-759082_0_2_0_0_0_regenerated,mp-759082,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759082_0_2_0_0_0_regenerated.xyz,1.8750637783079185,True,0.07602907054086337,5,3 8 9 15 23 24
external:mp-765501_2_0_1_0_0_regenerated,mp-765501_2_0_1_0_0_regenerated,mp-765501,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-765501_2_0_1_0_0_regenerated.xyz,4.393549320708037,True,0.059789818932836365,7,3 8 9 28
external:mp-776806_0_1_0_0_0_regenerated,mp-776806_0_1_0_0_0_regenerated,mp-776806,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-776806_0_1_0_0_0_regenerated.xyz,0.5714376859198178,True,0.0852701745482241,5,3 8 23 26 50
external:mp-769036_8_9_1_0_0_regenerated,mp-769036_8_9_1_0_0_regenerated,mp-769036,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-769036_8_9_1_0_0_regenerated.xyz,0.9350333649979057,True,0.06848062278915454,5,3 16 41
external:mp-755369_10_8_1_-1_0_regenerated,mp-755369_10_8_1_-1_0_regenerated,mp-755369,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-755369_10_8_1_-1_0_regenerated.xyz,1.733189025428489,True,0.054200129868049986,5,3 8 23 31
external:mp-754292_1_2_0_0_0_regenerated,mp-754292_1_2_0_0_0_regenerated,mp-754292,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-754292_1_2_0_0_0_regenerated.xyz,1.6577272722488652,True,0.08243073182861829,7,3 5 8 24 33
external:mp-849351_1_0_1_0_-1_regenerated,mp-849351_1_0_1_0_-1_regenerated,mp-849351,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-849351_1_0_1_0_-1_regenerated.xyz,1.5375739750962012,True,0.05706297145060438,7,3 8 15 25
external:mp-756174_0_1_0_0_0_regenerated,mp-756174_0_1_0_0_0_regenerated,mp-756174,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-756174_0_1_0_0_0_regenerated.xyz,0.9241315603733786,True,0.07220736917245188,5,3 8 14 23 32
external:mp-34038_0_2_0_0_1_regenerated,mp-34038_0_2_0_0_1_regenerated,mp-34038,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-34038_0_2_0_0_1_regenerated.xyz,0.5244360078074171,True,0.05712385220295878,5,3 7 17
external:mp-759244_5_10_1_0_0_regenerated,mp-759244_5_10_1_0_0_regenerated,mp-759244,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759244_5_10_1_0_0_regenerated.xyz,1.9042786913644676,True,0.07758349160336799,5,3 8 30 41
external:mp-755369_3_5_1_1_0_regenerated,mp-755369_3_5_1_1_0_regenerated,mp-755369,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-755369_3_5_1_1_0_regenerated.xyz,1.4654319744189825,True,0.05753452589991623,5,3 8 23 31
external:mp-850532_0_1_0_1_0_regenerated,mp-850532_0_1_0_1_0_regenerated,mp-850532,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-850532_0_1_0_1_0_regenerated.xyz,0.20634546388853559,True,0.0700214984941158,5,3 8 15 50
external:mp-753126_0_1_1_1_0_regenerated,mp-753126_0_1_1_1_0_regenerated,mp-753126,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-753126_0_1_1_1_0_regenerated.xyz,1.9120066299502199,True,0.08103393231756573,7,3 8 26 50
external:mp-29040_0_5_0_0_0_regenerated,mp-29040_0_5_0_0_0_regenerated,mp-29040,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-29040_0_5_0_0_0_regenerated.xyz,0.7439336701188834,True,0.06389497042204548,7,3 9 40
external:mp-758793_0_1_0_0_0_regenerated,mp-758793_0_1_0_0_0_regenerated,mp-758793,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-758793_0_1_0_0_0_regenerated.xyz,0.3764476212632346,True,0.04104910730366074,5,3 8 14 29
external:mp-1176566_0_2_0_1_0_regenerated,mp-1176566_0_2_0_1_0_regenerated,mp-1176566,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1176566_0_2_0_1_0_regenerated.xyz,3.5421738614531146,True,0.07214309874275637,7,3 8 14 22
external:mp-754923_0_2_0_0_1_regenerated,mp-754923_0_2_0_0_1_regenerated,mp-754923,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-754923_0_2_0_0_1_regenerated.xyz,0.8096919278457935,True,0.06438465300900721,5,3 8 13 23
external:mp-760344_4_6_1_-1_0_regenerated,mp-760344_4_6_1_-1_0_regenerated,mp-760344,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-760344_4_6_1_-1_0_regenerated.xyz,1.7093976856773292,True,0.061335170121770026,7,3 6 8 11 15 27
external:mp-757068_0_1_0_0_0_regenerated,mp-757068_0_1_0_0_0_regenerated,mp-757068,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-757068_0_1_0_0_0_regenerated.xyz,0.21271456099504293,True,0.08301018809133044,5,3 8 15 24 28
external:mp-759783_2_3_1_0_0_regenerated,mp-759783_2_3_1_0_0_regenerated,mp-759783,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759783_2_3_1_0_0_regenerated.xyz,1.5035327636386837,True,0.0632892119507137,5,3 8 9 15 23 24
external:mp-759244_6_10_0_0_1_regenerated,mp-759244_6_10_0_0_1_regenerated,mp-759244,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759244_6_10_0_0_1_regenerated.xyz,2.2343228165274707,True,0.08116531710896255,5,3 8 30 41
external:mp-777670_0_1_0_0_0_regenerated,mp-777670_0_1_0_0_0_regenerated,mp-777670,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-777670_0_1_0_0_0_regenerated.xyz,0.5909839553694229,True,0.04285688367704919,5,3 8 23 24 50
external:mp-4002_0_1_0_0_0_regenerated,mp-4002_0_1_0_0_0_regenerated,mp-4002,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-4002_0_1_0_0_0_regenerated.xyz,0.9287723891764897,True,0.0710379747912463,5,3 9 40
external:mp-770749_2_4_0_0_0_regenerated,mp-770749_2_4_0_0_0_regenerated,mp-770749,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-770749_2_4_0_0_0_regenerated.xyz,0.668406702842339,True,0.0810563143656421,5,3 5 8 22
external:mp-1177943_4_7_0_0_0_regenerated,mp-1177943_4_7_0_0_0_regenerated,mp-1177943,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1177943_4_7_0_0_0_regenerated.xyz,0.4864871862986926,True,0.0702581291751609,5,3 8 26
external:mp-1277814_5_7_0_1_0_regenerated,mp-1277814_5_7_0_1_0_regenerated,mp-1277814,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1277814_5_7_0_1_0_regenerated.xyz,0.3015502578993823,True,0.09109771208215034,5,3 8 9 28
external:mp-1297766_1_5_1_-1_0_regenerated,mp-1297766_1_5_1_-1_0_regenerated,mp-1297766,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1297766_1_5_1_-1_0_regenerated.xyz,4.451500982390165,True,0.05652743788027357,7,3 8 22 27
external:mp-25463_4_10_1_0_0_regenerated,mp-25463_4_10_1_0_0_regenerated,mp-25463,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-25463_4_10_1_0_0_regenerated.xyz,1.0213244006734994,True,0.0668101346116004,5,3 6 8 15 23
external:mp-765411_1_6_0_0_0_regenerated,mp-765411_1_6_0_0_0_regenerated,mp-765411,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-765411_1_6_0_0_0_regenerated.xyz,0.8756678446094224,True,0.07507469904937514,5,3 8 14 24
external:mp-1282211_3_0_0_0_1_regenerated,mp-1282211_3_0_0_0_1_regenerated,mp-1282211,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1282211_3_0_0_0_1_regenerated.xyz,7.018539265426887,True,0.08541634941361685,7,3 8 23
external:mp-770649_0_3_0_1_0_regenerated,mp-770649_0_3_0_1_0_regenerated,mp-770649,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-770649_0_3_0_1_0_regenerated.xyz,0.7789237246439398,True,0.08901933341742257,5,3 8 41
external:mp-759667_2_1_1_1_0_regenerated,mp-759667_2_1_1_1_0_regenerated,mp-759667,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759667_2_1_1_1_0_regenerated.xyz,0.9548899122278691,True,0.08442756632437427,5,3 5 8 50
external:mp-1282761_2_1_1_1_0_regenerated,mp-1282761_2_1_1_1_0_regenerated,mp-1282761,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1282761_2_1_1_1_0_regenerated.xyz,0.3531191619149865,True,0.05942318850111059,5,3 8 23 31
external:mp-1177804_0_2_0_0_1_regenerated,mp-1177804_0_2_0_0_1_regenerated,mp-1177804,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1177804_0_2_0_0_1_regenerated.xyz,0.729254626997514,True,0.06545382552671276,5,3 8 23 27
external:mp-759667_2_4_0_0_0_regenerated,mp-759667_2_4_0_0_0_regenerated,mp-759667,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759667_2_4_0_0_0_regenerated.xyz,0.7793263249441753,True,0.09273610875288736,7,3 5 8 50
external:mp-770939_2_10_0_0_0_regenerated,mp-770939_2_10_0_0_0_regenerated,mp-770939,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-770939_2_10_0_0_0_regenerated.xyz,1.096399732682027,True,0.06207071462488923,5,3 6 8 26 33
external:mp-760344_10_9_0_0_1_regenerated,mp-760344_10_9_0_0_1_regenerated,mp-760344,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-760344_10_9_0_0_1_regenerated.xyz,2.4411926833896245,True,0.0771040543359907,7,3 6 8 11 15 27
external:mp-1277814_6_10_1_-1_0_regenerated,mp-1277814_6_10_1_-1_0_regenerated,mp-1277814,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1277814_6_10_1_-1_0_regenerated.xyz,1.9867992128271963,True,0.09027242885927338,7,3 8 9 28
external:mp-1222469_0_0_0_1_0_regenerated,mp-1222469_0_0_0_1_0_regenerated,mp-1222469,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1222469_0_0_0_1_0_regenerated.xyz,0.5822546458662281,True,0.08602297478743674,7,3 8 13 14
external:mp-777670_1_0_0_1_0_regenerated,mp-777670_1_0_0_1_0_regenerated,mp-777670,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-777670_1_0_0_1_0_regenerated.xyz,0.45873662006545857,True,0.08610901504501974,5,3 8 23 24 50
external:mp-759139_2_1_1_0_0_regenerated,mp-759139_2_1_1_0_0_regenerated,mp-759139,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759139_2_1_1_0_0_regenerated.xyz,0.8212854293003604,True,0.08671226136790022,5,3 8 9 23
external:mp-1178166_8_9_0_0_1_regenerated,mp-1178166_8_9_0_0_1_regenerated,mp-1178166,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1178166_8_9_0_0_1_regenerated.xyz,0.9599570006214306,True,0.07196303208710182,5,3 8 19 41
external:mp-755369_2_0_1_0_1_regenerated,mp-755369_2_0_1_0_1_regenerated,mp-755369,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-755369_2_0_1_0_1_regenerated.xyz,5.081708658062889,True,0.067873656884395,7,3 8 23 31
external:mp-29040_1_3_0_0_0_regenerated,mp-29040_1_3_0_0_0_regenerated,mp-29040,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-29040_1_3_0_0_0_regenerated.xyz,0.44710770422737867,True,0.07491292528445201,5,3 9 40
external:mp-1282931_3_5_0_0_0_regenerated,mp-1282931_3_5_0_0_0_regenerated,mp-1282931,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1282931_3_5_0_0_0_regenerated.xyz,0.6951516381380378,True,0.066364744294382,5,3 8 23 28
external:mp-768843_14_11_0_1_1_regenerated,mp-768843_14_11_0_1_1_regenerated,mp-768843,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-768843_14_11_0_1_1_regenerated.xyz,0.6851366280800177,True,0.0838266466842381,5,3 8 24 25
external:mp-774843_2_3_1_0_0_regenerated,mp-774843_2_3_1_0_0_regenerated,mp-774843,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-774843_2_3_1_0_0_regenerated.xyz,0.7371932246532495,True,0.08921667960832831,5,3 8 23 27 50
external:mp-26965_0_2_0_1_0_regenerated,mp-26965_0_2_0_1_0_regenerated,mp-26965,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-26965_0_2_0_1_0_regenerated.xyz,0.15414508421059936,True,0.07336122044834836,5,3 8 15 24
external:mp-772502_1_2_0_0_0_regenerated,mp-772502_1_2_0_0_0_regenerated,mp-772502,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-772502_1_2_0_0_0_regenerated.xyz,1.8032339947943905,True,0.08252208215374796,7,3 8 14 26
external:mp-769036_28_3_0_1_1_regenerated,mp-769036_28_3_0_1_1_regenerated,mp-769036,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-769036_28_3_0_1_1_regenerated.xyz,1.349455566166796,True,0.08241722410234303,5,3 16 41
external:mp-779720_0_6_0_0_0_regenerated,mp-779720_0_6_0_0_0_regenerated,mp-779720,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-779720_0_6_0_0_0_regenerated.xyz,0.5723528261586761,True,0.07078701271477002,5,3 8 57
external:mp-849386_8_8_1_0_0_regenerated,mp-849386_8_8_1_0_0_regenerated,mp-849386,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-849386_8_8_1_0_0_regenerated.xyz,1.6260649297337726,True,0.08786236894856915,7,3 8 23 41
external:mp-761269_2_1_1_-1_0_regenerated,mp-761269_2_1_1_-1_0_regenerated,mp-761269,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-761269_2_1_1_-1_0_regenerated.xyz,2.9265767083519343,True,0.06485655958655222,7,3 9 47
external:mp-768738_3_2_1_1_0_regenerated,mp-768738_3_2_1_1_0_regenerated,mp-768738,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-768738_3_2_1_1_0_regenerated.xyz,3.439192397708717,True,0.09382987666608078,7,3 5 8 83
external:mp-762319_14_26_0_0_0_regenerated,mp-762319_14_26_0_0_0_regenerated,mp-762319,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-762319_14_26_0_0_0_regenerated.xyz,0.6669589713765329,True,0.06966363251186634,5,3 8 22
external:mp-1284600_2_7_0_0_0_regenerated,mp-1284600_2_7_0_0_0_regenerated,mp-1284600,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1284600_2_7_0_0_0_regenerated.xyz,0.7453534706750169,True,0.0855800407398323,5,3 8 27 28
external:mp-778830_4_0_1_-1_-1_regenerated,mp-778830_4_0_1_-1_-1_regenerated,mp-778830,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-778830_4_0_1_-1_-1_regenerated.xyz,0.8438050100864218,True,0.06262067953129793,5,3 8 22 26 27
external:mp-753882_0_3_1_0_0_regenerated,mp-753882_0_3_1_0_0_regenerated,mp-753882,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-753882_0_3_1_0_0_regenerated.xyz,0.7097159591595956,True,0.08671524389350277,5,3 6 8 15 23 25
external:mp-779720_4_8_0_1_0_regenerated,mp-779720_4_8_0_1_0_regenerated,mp-779720,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-779720_4_8_0_1_0_regenerated.xyz,0.35793379611689335,True,0.07928643826430995,5,3 8 57
external:mp-757693_0_2_0_0_0_regenerated,mp-757693_0_2_0_0_0_regenerated,mp-757693,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-757693_0_2_0_0_0_regenerated.xyz,1.1875894546953947,True,0.0809812199627488,5,3 6 8 26
external:mp-26351_0_2_0_0_0_regenerated,mp-26351_0_2_0_0_0_regenerated,mp-26351,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-26351_0_2_0_0_0_regenerated.xyz,2.7826181329356388,True,0.06492373368643889,7,3 8 15 42
external:mp-759132_4_3_0_0_1_regenerated,mp-759132_4_3_0_0_1_regenerated,mp-759132,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759132_4_3_0_0_1_regenerated.xyz,0.5259594008315764,True,0.08543397865623195,5,3 8 9 23
external:mp-1175313_9_13_0_0_0_regenerated,mp-1175313_9_13_0_0_0_regenerated,mp-1175313,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1175313_9_13_0_0_0_regenerated.xyz,0.9357164085794467,True,0.07748791379381154,5,3 8 25
external:mp-1222404_0_0_0_1_-1_regenerated,mp-1222404_0_0_0_1_-1_regenerated,mp-1222404,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1222404_0_0_0_1_-1_regenerated.xyz,0.9687307034438097,True,0.0634729933245041,5,3 16 83
external:mp-761849_6_5_1_0_0_regenerated,mp-761849_6_5_1_0_0_regenerated,mp-761849,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-761849_6_5_1_0_0_regenerated.xyz,0.5028769132098407,True,0.08856772663884341,5,3 8 11 22
external:mp-771019_2_5_1_1_0_regenerated,mp-771019_2_5_1_1_0_regenerated,mp-771019,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-771019_2_5_1_1_0_regenerated.xyz,0.6830107788971369,True,0.07226521190626434,5,3 5 8 27
external:mp-774843_2_3_0_0_0_regenerated,mp-774843_2_3_0_0_0_regenerated,mp-774843,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-774843_2_3_0_0_0_regenerated.xyz,0.7411468188238977,True,0.0743627063206272,5,3 8 23 27 50
external:mp-758380_3_8_0_0_0_regenerated,mp-758380_3_8_0_0_0_regenerated,mp-758380,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-758380_3_8_0_0_0_regenerated.xyz,6.138576433184312,True,0.08545658739384267,7,3 6 8 23
external:mp-753882_3_2_0_1_0_regenerated,mp-753882_3_2_0_1_0_regenerated,mp-753882,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-753882_3_2_0_1_0_regenerated.xyz,1.6275929904941706,True,0.05753745471389939,5,3 6 8 15 23 25
external:mp-34038_0_1_1_1_0_regenerated,mp-34038_0_1_1_1_0_regenerated,mp-34038,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-34038_0_1_1_1_0_regenerated.xyz,0.5520860674360657,True,0.08021406214110728,5,3 7 17
external:mp-34038_0_0_1_-1_0_regenerated,mp-34038_0_0_1_-1_0_regenerated,mp-34038,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-34038_0_0_1_-1_0_regenerated.xyz,1.4422577800120209,True,0.0695525032073274,5,3 7 17
external:mp-1277613_2_0_0_0_1_regenerated,mp-1277613_2_0_0_0_1_regenerated,mp-1277613,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1277613_2_0_0_0_1_regenerated.xyz,0.7164951237518014,True,0.04905773001598807,5,3 8 12 27
external:mp-759783_4_3_0_1_0_regenerated,mp-759783_4_3_0_1_0_regenerated,mp-759783,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-759783_4_3_0_1_0_regenerated.xyz,0.3217307858062419,True,0.06311234965129399,7,3 8 9 15 23 24
external:mp-1306251_7_5_1_1_0_regenerated,mp-1306251_7_5_1_1_0_regenerated,mp-1306251,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1306251_7_5_1_1_0_regenerated.xyz,0.8137954584568043,True,0.09246198517906637,5,3 8 25 26
external:mp-28030_17_16_0_1_-1_regenerated,mp-28030_17_16_0_1_-1_regenerated,mp-28030,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-28030_17_16_0_1_-1_regenerated.xyz,2.1043900676712823,True,0.055006165905798904,5,3 8 41
external:mp-772658_3_3_1_0_0_regenerated,mp-772658_3_3_1_0_0_regenerated,mp-772658,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-772658_3_3_1_0_0_regenerated.xyz,1.7895766073767354,True,0.08803812758634255,7,3 8 23 25
external:mp-753477_6_2_0_1_0_regenerated,mp-753477_6_2_0_1_0_regenerated,mp-753477,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-753477_6_2_0_1_0_regenerated.xyz,0.3060814832612433,True,0.05767052720389342,5,3 16 83
external:mp-1175840_1_1_1_0_0_regenerated,mp-1175840_1_1_1_0_0_regenerated,mp-1175840,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-1175840_1_1_1_0_0_regenerated.xyz,4.350444222623798,True,0.07055330400196905,7,3 8 25 27
external:mp-754292_0_3_0_0_0_regenerated,mp-754292_0_3_0_0_0_regenerated,mp-754292,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-754292_0_3_0_0_0_regenerated.xyz,1.9444668960624056,True,0.07395331685223429,7,3 5 8 24 33
external:mp-772851_6_10_0_1_0_regenerated,mp-772851_6_10_0_1_0_regenerated,mp-772851,/Users/hongyuli/MScProj/data/bvse_generated_1000/mp-772851_6_10_0_1_0_regenerated.xyz,0.9553273689640023,True,0.07945360397601173,7,3 6 8 11 15 26
