source,trajectory_source,edge_reconstruction,bvse_profile_volume_min,bvse_profile_volume_max,bvse_profile_volume_range,bvse_profile_volume_s_min,bvse_profile_volume_s_max,bvse_profile_volume_asymmetry,bvse_profile_effective_cn_min,bvse_profile_effective_cn_max,bvse_profile_effective_cn_range,bvse_profile_effective_cn_s_min,bvse_profile_effective_cn_s_max,bvse_profile_effective_cn_asymmetry,bvse_profile_mean_rc_min,bvse_profile_mean_rc_max,bvse_profile_mean_rc_range,bvse_profile_mean_rc_s_min,bvse_profile_mean_rc_s_max,bvse_profile_mean_rc_asymmetry,bvse_profile_weighted_mean_oxi_min,bvse_profile_weighted_mean_oxi_max,bvse_profile_weighted_mean_oxi_range,bvse_profile_weighted_mean_oxi_s_min,bvse_profile_weighted_mean_oxi_s_max,bvse_profile_weighted_mean_oxi_asymmetry,profile_oxidation_status,descriptor_status
nebDFT2k:mp-1176649_6_7_0_0_0,init,final Li endpoint appended to initial NEB image,8.475607074701035,10.887098455012104,2.4114913803110696,0.4960600917552787,0.0,0.04993419373038144,6.144069361719637,7.804870237155488,1.660800875435851,1.0,0.4960600917552787,0.05788236686012205,0.7957142857142856,0.8742105263157894,0.07849624060150384,1.0,0.0,0.013019883873404525,-1.7156845193118242,-1.079117348719619,0.6365671705922051,0.0,0.4960600917552787,-0.08236833005864941,ok,ok
nebDFT2k:mp-1176994_9_9_1_0_0,init,final Li endpoint appended to initial NEB image,5.756993390310526,9.554290245704552,3.797296855394026,0.4977049503004946,1.0,-0.07527209662115464,6.7064307093599975,8.88570374086178,2.1792730315017828,0.4977049503004946,0.8346186529390975,-0.09123592592598095,0.87,0.9699999999999999,0.09999999999999987,0.3304688401730311,0.0,-0.011385671722879465,-1.6236537584254696,-0.570929717492515,1.0527240409329546,1.0,0.4977049503004946,8.482583522251286e-05,ok,ok
nebDFT2k:mp-1177804_0_1_0_0_1,init,final Li endpoint appended to initial NEB image,6.119093591232934,10.130030405131016,4.010936813898082,0.5043710869031997,0.0,0.040782300545815886,6.9491815127134,8.39800005686666,1.4488185441532604,0.5043710869031997,0.8363628854690781,-4.967119087062599e-05,0.844,1.0711764705882354,0.22717647058823542,0.3359672594469895,0.0,0.005008310948186823,-1.7321337983550837,-0.4440451681398711,1.2880886302152126,1.0,0.5043710869031997,0.00020259035871961206,ok,ok
nebDFT2k:mp-1177804_0_2_0_0_1,init,final Li endpoint appended to initial NEB image,9.579112415445078,10.16024135980856,0.5811289443634831,0.493794432480099,0.24288667576429956,0.08332636606395649,6.961870803683691,7.66433790774896,0.7024671040652688,1.0,0.7480301313157025,0.026671775360602723,0.8342857142857144,1.058125,0.22383928571428557,0.493794432480099,0.0,0.03684627088151554,-1.8051662481729296,-1.2785345549681169,0.5266316932048127,1.0,0.493794432480099,0.016349705200800146,ok,ok
nebDFT2k:mp-1177943_4_7_0_0_0,init,final Li endpoint appended to initial NEB image,8.806545728268748,9.584282785872922,0.777737057604174,0.5103603702226254,1.0,-0.013545172022767282,8.954033854920988,9.85469316037226,0.9006593054512724,0.25585414817589724,0.5103603702226254,-0.15606839992936195,0.9314285714285714,1.08,0.1485714285714287,0.5103603702226254,1.0,0.005438631502157509,-0.7409939731140255,-0.5020981738900686,0.23889579922395687,1.0,0.5103603702226254,-0.016968541979912655,ok,ok
nebDFT2k:mp-1178166_8_9_0_0_1,init,final Li endpoint appended to initial NEB image,11.364759534914477,13.393439422843473,2.0286798879289965,0.4979259120140277,1.0,-0.31413030255982655,5.471533628086116,6.6195925585445945,1.148058930458478,0.4979259120140277,0.0,0.28545364602821843,1.0190909090909093,1.268181818181818,0.2490909090909088,0.4979259120140277,0.0,-0.006111509405426596,-1.4116637032716117,-0.9331995508231331,0.4784641524484786,1.0,0.4979259120140277,0.04254717758778148,ok,ok
nebDFT2k:mp-1202443_0_6_0_0_1,init,final Li endpoint appended to initial NEB image,9.57065323944866,18.43913909726054,8.86848585781188,0.0,0.5003606582385242,0.4803548561345412,5.965064021166905,11.69961000888351,5.734545987716606,0.0,0.5003606582385242,0.10687672302158013,0.66,0.8287499999999999,0.16874999999999984,0.0,1.0,-0.01872798385250396,-2.0,-0.9481451595958612,1.0518548404041388,0.0,0.6658369568768318,-0.06721012147013616,ok,ok
nebDFT2k:mp-1222404_0_0_0_1_-1,init,final Li endpoint appended to initial NEB image,16.997977125659137,20.358992587518646,3.361015461859509,0.5002439208936069,1.0,0.0005311918273172012,6.059442508544532,6.891314781915348,0.8318722733708164,0.5002439208936069,0.7536127407729437,0.0002451696253329416,1.1050000000000002,1.2342857142857147,0.12928571428571445,0.5002439208936069,0.0,5.0868801359627014e-05,-1.8950154938939112,-1.0752230456847494,0.8197924482091619,0.0,0.5002439208936069,1.4706166932887399e-05,ok,ok
nebDFT2k:mp-1222469_0_0_0_1_0,init,final Li endpoint appended to initial NEB image,13.499153025261222,15.193359544379236,1.6942065191180138,0.0,0.17072493110579648,0.06255714467358242,5.512050162915879,10.5065094761085,4.99445931319262,0.0,0.5078556520999875,0.426363748365719,0.836,0.8671428571428572,0.03114285714285725,0.6731982796839809,0.0,0.0010683109232432764,-1.978296274614415,-1.2088917382426,0.7694045363718149,0.0,0.5078556520999875,0.0670014562611646,ok,ok
nebDFT2k:mp-1222510_2_2_0_1_0,init,final Li endpoint appended to initial NEB image,6.06962994061698,9.764562393141725,3.6949324525247453,0.49965923822945063,0.0,-0.04647805343127054,7.002437752334957,8.553971905928739,1.5515341535937823,0.49965923822945063,0.8334251411923654,-0.08163812538217696,0.844,0.9977777777777777,0.15377777777777768,0.33306008418384386,0.0,0.002270638424918703,-1.725490138528157,-0.4496362245302633,1.2758539139978935,1.0,0.49965923822945063,-0.004126182915875243,ok,ok
nebDFT2k:mp-1222575_1_2_0_0_0,init,final Li endpoint appended to initial NEB image,10.954996182506168,12.902434785942686,1.9474386034365185,0.49855967585450983,0.8305156667994931,-0.03901332081154507,7.452123382775,8.683419479712116,1.2312960969371156,0.0,0.8305156667994931,-0.011190533407749115,0.7725,0.8493333333333334,0.07683333333333342,0.49855967585450983,0.8305156667994931,-0.004881037585433623,-1.9996537672789376,-1.1292647765451012,0.8703889907338365,1.0,0.49855967585450983,0.002872251705410056,ok,ok
nebDFT2k:mp-1222575_0_2_0_0_0,init,final Li endpoint appended to initial NEB image,6.3580010751718445,12.770112315803615,6.412111240631771,0.4960794780642836,1.0,-0.04586189566069265,5.885064235639535,7.532142466104669,1.6470782304651337,0.4960794780642836,0.0,-0.04070399855708917,0.7866666666666667,0.93,0.1433333333333333,0.0,0.665928501062258,-0.003891382008618882,-1.9996537672789372,-0.24894498552641378,1.7507087817525233,1.0,0.4960794780642836,0.0009477177306633777,ok,ok
nebDFT2k:mp-1222591_0_0_0_1_0,init,final Li endpoint appended to initial NEB image,8.981543602607129,9.441053851733912,0.45951024912678307,0.5092431337568187,1.0,0.003534548586419106,7.357946302373026,7.605266425154596,0.24732012278157,1.0,0.25797906866640186,0.004976126120377344,0.8307142857142857,0.9766666666666666,0.14595238095238083,0.5092431337568187,1.0,-0.0008961953607397599,-1.7354018372003137,-1.327739951621524,0.4076618855787897,1.0,0.5092431337568187,-0.0010972074369378637,ok,ok
nebDFT2k:mp-1277038_4_0_0_1_0,init,final Li endpoint appended to initial NEB image,9.780536769449284,10.731042414120866,0.9505056446715816,0.5013492680890519,0.0,0.21442896152704538,6.746781624771967,8.012761774306531,1.2659801495345642,1.0,0.25124734595069553,0.2616077338497309,0.9146666666666667,1.05875,0.14408333333333334,0.25124734595069553,1.0,-0.02381523977310518,-1.8384756267366524,-1.3139916644882141,0.5244839622484383,1.0,0.5013492680890519,0.06325617620204327,ok,ok
nebDFT2k:mp-1277589_2_0_1_0_0,init,final Li endpoint appended to initial NEB image,10.948317493398529,12.65669438926299,1.7083768958644612,0.5000243697001999,0.0,0.0009232730420922763,5.544807549153317,6.188546194058844,0.6437386449055271,0.0,0.5000243697001999,-0.02970476357380436,0.7578947368421053,0.9957894736842107,0.23789473684210538,0.0,0.24993063181462766,0.023945180862076865,-1.9819431898715434,-1.879027203336424,0.10291598653511946,0.24993063181462766,0.0,-0.00015746506631275636,ok,ok
nebDFT2k:mp-1277613_3_1_1_-1_0,init,final Li endpoint appended to initial NEB image,9.881702067966456,11.074635836142972,1.1929337681765162,0.0,0.5073431587733037,-0.1858900011076532,6.500882690450694,6.906876562929619,0.40599387247892516,0.0,0.25491911056772604,0.023252156000543422,0.7818750000000001,0.9258823529411764,0.14400735294117628,0.5073431587733037,1.0,-0.013429877109039867,-1.9169114136812653,-1.6807472279475286,0.23616418573373665,0.0,0.5073431587733037,-0.01823017934512583,ok,ok
nebDFT2k:mp-1277613_2_0_0_0_1,init,final Li endpoint appended to initial NEB image,9.882884359141293,11.472744986614346,1.589860627473053,0.0,0.5010738972165413,-0.3161763723389326,6.415352815610741,6.871594702020095,0.45624188640935426,0.0,0.5010738972165413,-0.05832883104569797,0.7818750000000001,0.8752380952380954,0.09336309523809527,0.5010738972165413,1.0,-0.012245937723432465,-1.9219291338392621,-1.6625119487101159,0.25941718512914624,0.0,0.5010738972165413,-0.024395671948738817,ok,ok
nebDFT2k:mp-1277814_5_7_0_1_0,init,final Li endpoint appended to initial NEB image,10.0632554090421,10.808617455760338,0.7453620467182382,0.5007132057964565,0.0,0.0010365232942959324,5.227307584268542,7.206751255006025,1.9794436707374832,0.0,0.5007132057964565,-0.0024144278219133675,0.8205882352941177,0.9013333333333333,0.08074509803921559,0.0,0.5007132057964565,-0.0019880544211376416,-0.8942364773645857,-0.6382619254778056,0.2559745518867801,1.0,0.5007132057964565,-0.0005227711459903084,ok,ok
nebDFT2k:mp-1277814_6_10_1_-1_0,init,final Li endpoint appended to initial NEB image,7.726779455931843,10.772466383732226,3.045686927800383,0.5106670353445949,0.0,0.11472058069226776,5.287938951445006,9.542260497221191,4.254321545776185,0.0,0.3432161671532076,0.4971137575307507,0.8430769230769231,0.880625,0.037548076923076934,0.673752036825085,0.0,-0.003117394084782177,-0.8796574645902616,-0.061203641862968554,0.8184538227272931,0.0,0.5106670353445949,0.01273211952103026,ok,ok
nebDFT2k:mp-1277814_1_2_0_1_0,init,final Li endpoint appended to initial NEB image,10.122398034345595,10.764009210460017,0.6416111761144219,0.5021415252499589,1.0,-0.0004397053978841825,5.22866811603048,7.129711443821984,1.9010433277915038,0.0,0.5021415252499589,-0.0008373828025405317,0.8066666666666668,0.9013333333333333,0.09466666666666657,1.0,0.5021415252499589,0.0019299644779307568,-0.8955770349920623,-0.6484276444373114,0.24714939055475094,0.0,0.5021415252499589,1.6974163282390542e-05,ok,ok
nebDFT2k:mp-1277814_9_2_1_1_0,init,final Li endpoint appended to initial NEB image,7.7129712014051695,10.769191886493463,3.0562206850882934,0.5124365493271601,0.0,0.09726181672204515,5.287721440977579,9.53466467303795,4.246943232060371,1.0,0.3445965057590785,0.44045012049278354,0.8430769230769232,0.8742857142857143,0.031208791208791165,0.3445965057590785,0.1734975980942189,0.0038958395690190106,-0.8816769400415927,-0.060507773718230295,0.8211691663233625,1.0,0.5124365493271601,0.01099363665449224,ok,ok
nebDFT2k:mp-1282211_3_0_0_0_1,init,final Li endpoint appended to initial NEB image,5.619477195229562,10.437132809173567,4.817655613944005,0.499908513572095,1.0,-0.35306494028433955,6.592282927042416,8.616175978631764,2.023893051589348,0.3327787836282707,0.8344719270248155,-0.4216695832528785,0.9561538461538461,1.06,0.10384615384615392,0.6668896217821706,0.0,0.009763037343619496,-1.5624540128350795,0.04183175119561729,1.6042857640306967,0.0,0.499908513572095,0.1252551476711028,ok,ok
nebDFT2k:mp-1282761_2_1_1_1_0,init,final Li endpoint appended to initial NEB image,10.825598735919518,12.473227178796716,1.6476284428771972,0.49952044462802186,0.0,0.0037499033379466695,5.583175154253843,6.18651926717103,0.6033441129171866,1.0,0.49952044462802186,0.0008871939019980957,0.7578947368421053,1.0,0.2421052631578947,1.0,0.24935259027377812,-3.770104921024808e-05,-1.9814890313529046,-1.8813589242922295,0.10013010706067504,0.24935259027377812,0.0,-0.00033334268240226006,ok,ok
nebDFT2k:mp-1282761_3_0_0_0_1,init,final Li endpoint appended to initial NEB image,10.826128434217857,12.472821999379894,1.6466935651620371,0.5004959293490082,1.0,-0.0036381051792897523,5.583431053511776,6.186259814322084,0.6028287608103078,0.0,0.5004959293490082,-0.001125489869261198,0.7578947368421053,1.0000000000000002,0.24210526315789493,0.0,0.2502547594820091,4.569908460827499e-05,-1.981459805033663,-1.8813933432862058,0.10006646174745715,0.7505889961216141,1.0,0.00030381157574621565,ok,ok
nebDFT2k:mp-1282869_0_3_0_0_0,init,final Li endpoint appended to initial NEB image,12.161123201932135,13.238779660513503,1.0776564585813677,0.5004409125059623,0.0,0.0005412308264975962,5.551852617146543,6.390046211881645,0.8381935947351016,1.0,0.5004409125059623,-0.0004436731748329592,0.7578947368421053,0.9566666666666666,0.19877192982456127,0.0,0.2500583149561542,2.392305361681446e-05,-1.943596700271593,-1.879640671581453,0.06395602869013994,0.2500583149561542,0.0,-6.057766557976407e-05,ok,ok
nebDFT2k:mp-1282869_1_2_1_0_0,init,final Li endpoint appended to initial NEB image,12.090371333291602,13.140189846712673,1.0498185134210711,0.4995872939106035,1.0,-0.0001980830488301777,5.524872243055381,6.44185391434382,0.9169816712884389,0.0,0.4995872939106035,-9.325279849248247e-05,0.7578947368421053,0.9525,0.19460526315789473,0.0,0.24970824995435958,2.4922938752947044e-05,-1.9342911071215043,-1.8735326239722894,0.06075848314921495,0.24970824995435958,0.4995872939106035,4.200356685246653e-06,ok,ok
nebDFT2k:mp-1282931_3_5_0_0_0,init,final Li endpoint appended to initial NEB image,9.350498356373235,9.906813248220827,0.5563148918475918,0.5074538710048473,0.0,0.04247089866756504,7.022896547119393,7.794892735291934,0.7719961881725412,1.0,0.2554096318579588,0.060017122326965655,0.8371428571428571,0.9982352941176472,0.16109243697479014,0.5074538710048473,1.0,0.002005435736524397,-1.795267987180583,-1.32861530189589,0.46665268528469306,1.0,0.5074538710048473,0.010064861495260202,ok,ok
nebDFT2k:mp-1284600_2_7_0_0_0,init,final Li endpoint appended to initial NEB image,9.443363140364697,10.178798572132656,0.735435431767959,0.5109923598006556,1.0,-0.0344725621030495,7.513075711038217,7.781619224064332,0.26854351302611423,0.5109923598006556,1.0,-0.03807060094034265,0.8328571428571429,0.9485714285714286,0.11571428571428577,0.5109923598006556,0.0,-0.0077580290871843705,-1.6614243927813852,-1.2573268397743627,0.40409755300702255,0.0,0.5109923598006556,-0.007664706400549726,ok,ok
nebDFT2k:mp-1295192_1_1_1_0_0,init,final Li endpoint appended to initial NEB image,8.282693526901715,10.8427111599571,2.5600176330553843,0.507402666679427,0.0,-0.00679036213030404,6.594226551230649,7.707750320608858,1.113523769378209,0.0,0.507402666679427,0.049850591822811374,0.6742857142857144,0.7808333333333334,0.106547619047619,0.0,0.507402666679427,-0.00988527393764066,-1.9998895337268445,-0.7956267348938172,1.2042627988330272,0.0,0.507402666679427,0.009053496520640025,ok,ok
nebDFT2k:mp-1295192_3_3_1_0_0,init,final Li endpoint appended to initial NEB image,8.28306846793643,10.836212964640625,2.5531444967041956,0.506086773060877,0.0,-0.00642642780702829,6.592573926061536,7.701339709681845,1.108765783620309,0.0,0.506086773060877,0.050810967619480785,0.6742857142857144,0.7808333333333333,0.10654761904761889,0.0,0.506086773060877,-0.00957300481203932,-1.9999004300744523,-0.7969795136488925,1.2029209164255596,1.0,0.506086773060877,0.009330414338068582,ok,ok
nebDFT2k:mp-1297766_1_5_1_-1_0,init,final Li endpoint appended to initial NEB image,5.988031688941268,10.31681153673098,4.328779847789711,0.5029444146813759,0.0,0.25462102005399334,6.9678266397793,8.618695923377274,1.6508692835979737,0.5029444146813759,0.16848643807305452,0.1558029929680469,0.8953846153846153,1.005,0.10961538461538456,0.3366506558634482,1.0,-0.012635817684882089,-1.7598544306484318,-0.49073757820378194,1.26911685244465,1.0,0.5029444146813759,0.006816713244911621,ok,ok
nebDFT2k:mp-1306251_7_5_1_1_0,init,final Li endpoint appended to initial NEB image,8.401445062071376,9.622877592514518,1.221432530443142,0.5011573942677109,0.0,0.0012143014138406016,9.51477163802825,11.277210469159083,1.762438831130833,1.0,0.5011573942677109,0.0034698771793006955,0.9314285714285714,1.1047058823529412,0.17327731092436982,0.5011573942677109,0.0,0.0003120156738397606,-0.7387115722921921,-0.3213676467460777,0.4173439255461144,1.0,0.5011573942677109,0.0005507478827266321,ok,ok
nebDFT2k:mp-1314006_1_0_0_1_-1,init,final Li endpoint appended to initial NEB image,11.3394453647217,12.51774616184778,1.1783007971260808,0.49980228978082775,1.0,0.00018846593764809683,5.585548084074781,6.484554702238732,0.8990066181639511,0.0,0.49980228978082775,0.0002245579793380692,0.7578947368421053,0.9673684210526315,0.20947368421052626,0.0,0.249200764261089,1.6706082531736666e-05,-1.9618040373038048,-1.8647518065588764,0.09705223074492841,0.249200764261089,0.49980228978082775,-9.507014937404357e-06,ok,ok
nebDFT2k:mp-1320203_8_0_0_1_0,init,final Li endpoint appended to initial NEB image,8.857594703447283,9.502650138064187,0.6450554346169035,0.49750094338590006,0.0,0.11248651684060462,7.223703387657797,7.76686005735824,0.5431566697004433,1.0,0.25533056499659756,0.0194067816868424,0.8,0.96,0.15999999999999992,0.49750094338590006,0.0,0.018181089317270638,-1.7633332735265599,-1.300277326584899,0.46305594694166086,1.0,0.49750094338590006,0.015150694822324784,ok,ok
nebDFT2k:mp-1641416_3_9_0_0_0,init,final Li endpoint appended to initial NEB image,10.539632406325953,11.241091433373153,0.7014590270471999,0.4988978813699927,1.0,-0.08480992151891886,6.652915299332962,8.480019467261235,1.8271041679282725,0.4988978813699927,1.0,-0.18729881532071557,0.7564285714285716,0.9872222222222222,0.23079365079365066,0.4988978813699927,0.0,-0.0039895937857396535,-1.5316118449682063,-1.337927443065051,0.1936844019031554,0.0,0.4988978813699927,-0.017521278901062254,ok,ok
nebDFT2k:mp-25463_4_10_1_0_0,init,final Li endpoint appended to initial NEB image,10.49742182207226,12.406456580665271,1.9090347585930107,0.4981441222848365,0.0,-0.00113340639819981,6.768007424735432,7.798293054046909,1.0302856293114777,0.4981441222848365,0.7483750035918615,-0.0034911064251832435,0.7807142857142857,0.9170000000000001,0.13628571428571445,0.4981441222848365,0.0,-0.0002939730554287201,-1.8108363042267739,-1.3696595940507619,0.441176710176012,0.0,0.4981441222848365,-0.0006038835914488061,ok,ok
nebDFT2k:mp-25465_1_0_0_0_1,init,final Li endpoint appended to initial NEB image,9.788529988217704,11.528502981709295,1.739972993491591,0.49879826418030737,0.0,0.004628480114008404,6.7276688730488505,7.654504592070812,0.9268357190219616,1.0,0.7489853651101581,-0.004875135234188921,0.6785714285714286,0.7057142857142857,0.027142857142857135,0.0,0.24896598739277445,-9.862513463687606e-06,-1.7822642103909045,-1.2270364854186202,0.5552277249722843,0.0,0.49879826418030737,-0.0035737418326953208,ok,ok
nebDFT2k:mp-25465_1_0_1_0_1,init,final Li endpoint appended to initial NEB image,9.191023021168332,11.531715690763406,2.3406926695950734,0.5074460171317042,0.0,0.033751650962861035,5.932092671861605,6.655448909294883,0.7233562374332774,0.5074460171317042,0.0,0.07705259474635273,0.6342857142857143,0.7291666666666666,0.09488095238095229,0.0,0.5074460171317042,0.005422458939175534,-1.7961311278177652,-1.4632500844785081,0.33288104333925705,0.0,0.5074460171317042,-0.018336605209634982,ok,ok
nebDFT2k:mp-26247_6_9_0_0_0,init,final Li endpoint appended to initial NEB image,10.826897802900513,11.648190106875912,0.8212923039753992,0.5016757479760431,1.0,-0.010934660577658128,6.197963582712291,7.480074268465761,1.2821106857534694,1.0,0.5016757479760431,0.04518887070483402,0.8823076923076923,0.9336842105263157,0.051376518218623324,0.5016757479760431,1.0,-0.0019218263219741294,-1.6844222297789886,-1.236602416649898,0.4478198131290907,1.0,0.5016757479760431,0.00944363758914557,ok,ok
nebDFT2k:mp-26351_0_2_0_0_0,init,final Li endpoint appended to initial NEB image,9.769082911482565,11.500829067726041,1.7317461562434762,0.4865312839521318,0.15999458165180663,0.09396207753664587,7.082564946869853,9.013694655859618,1.931129708989765,1.0,0.6531398480027977,-0.2454864083085333,0.8584615384615385,0.8876470588235295,0.029185520361990958,0.6531398480027977,0.3229435389149524,0.004372285104184581,-1.8968750007463018,-0.8209026298447665,1.0759723709015354,0.0,0.4865312839521318,-0.054762435044131696,ok,ok
nebDFT2k:mp-26721_0_1_0_0_0,init,final Li endpoint appended to initial NEB image,12.073322889746455,16.11387117316807,4.040548283421616,0.0,0.3172663943657876,0.3709317824996461,5.389376272774668,10.923881480563184,5.5345052077885155,0.0,0.48129245815520366,0.045867097531119505,0.6915384615384615,0.8800000000000001,0.18846153846153857,0.0,0.6498471821682638,-0.013667631476307063,-1.9977757733001618,-1.559969395068367,0.4378063782317947,0.0,0.48129245815520366,-0.0033492732970457073,ok,ok
nebDFT2k:mp-26965_0_2_0_1_0,init,final Li endpoint appended to initial NEB image,13.191221176459875,16.573372537401106,3.382151360941231,0.0,0.49687007392557175,0.10172445500480798,5.376712020321562,8.572306360188794,3.195594339867232,1.0,0.49687007392557175,-0.10908183183775222,0.7999999999999999,0.8605882352941175,0.06058823529411761,0.0,0.49687007392557175,0.010391740453148779,-1.8612311312104195,-1.7092686996986624,0.15196243151175715,1.0,0.49687007392557175,-0.01190923022344692,ok,ok
nebDFT2k:mp-28030_17_16_0_1_-1,init,final Li endpoint appended to initial NEB image,8.615003851736738,11.00880175532377,2.393797903587032,0.5027430452712497,0.0,0.037975913663116145,6.769833771327067,8.307666398450246,1.537832627123179,0.5027430452712497,1.0,0.07081308279726084,0.8618181818181818,1.0657142857142858,0.20389610389610402,0.5027430452712497,0.0,0.004221190125562546,-1.4482115988341224,-1.17654543460243,0.27166616423169243,0.0,0.5027430452712497,0.011324546569162375,ok,ok
