source,trajectory_source,edge_reconstruction,litraj_min_volume,litraj_edge_length,litraj_max_weighted_mean_oxidation,litraj_max_volume,litraj_min_mean_covalent_radius,dft_profile_volume_min,dft_profile_volume_max,dft_profile_volume_range,dft_profile_volume_s_min,dft_profile_volume_s_max,dft_profile_volume_asymmetry,dft_profile_effective_cn_min,dft_profile_effective_cn_max,dft_profile_effective_cn_range,dft_profile_effective_cn_s_min,dft_profile_effective_cn_s_max,dft_profile_effective_cn_asymmetry,dft_profile_mean_rc_min,dft_profile_mean_rc_max,dft_profile_mean_rc_range,dft_profile_mean_rc_s_min,dft_profile_mean_rc_s_max,dft_profile_mean_rc_asymmetry,dft_profile_weighted_mean_oxi_min,dft_profile_weighted_mean_oxi_max,dft_profile_weighted_mean_oxi_range,dft_profile_weighted_mean_oxi_s_min,dft_profile_weighted_mean_oxi_s_max,dft_profile_weighted_mean_oxi_asymmetry,descriptor_status,event_oxidation_status,profile_oxidation_status
nebDFT2k:mp-1222510_2_2_0_1_0,relaxed,final Li endpoint appended to initial NEB image,6.2616118066468625,5.094115821097572,-0.16828351238164324,10.455508180813496,0.9019999999999999,9.584268365047716,10.588310950622882,1.0040425855751653,0.56120032869948,0.772370242631933,-0.02781276190327464,7.745975866452462,8.830729850829798,1.0847539843773353,0.56120032869948,0.772370242631933,-0.17744016523182093,0.9013333333333333,1.019047619047619,0.11771428571428566,0.56120032869948,0.0,0.006175855355223969,-1.6349034352948302,-1.0661526369309504,0.5687507983638798,0.0,0.56120032869948,-0.010517282410281603,ok,ok,ok
nebDFT2k:mp-1222575_1_2_0_0_0,relaxed,final Li endpoint appended to initial NEB image,11.578421989041086,4.761063428650795,-0.29292390964771986,12.443230657536617,0.7564285714285715,12.44323065753662,13.13182145576158,0.6885907982249595,0.0,0.5046536716423974,-0.058950574408279444,7.4786335664594645,8.217563566098356,0.7389299996388914,0.0,0.8316889645041177,-0.030238171188376572,0.7725,0.809375,0.03687499999999999,0.5046536716423974,0.6739620895583766,-0.003883324547407252,-1.9987003948361115,-1.5123861737287534,0.4863142211073581,1.0,0.5046536716423974,0.0011214964618762036,ok,ok,ok
nebDFT2k:mp-1222575_0_2_0_0_0,relaxed,final Li endpoint appended to initial NEB image,7.293593954402186,5.144914250596203,-0.24230553565215476,12.526563808188541,0.7550000000000001,9.914752679764437,12.672969489048716,2.7582168092842796,0.3249394773857368,1.0,-0.11968148610442153,5.92210756498104,7.816030714669999,1.893923149688959,0.3249394773857368,0.5190589152683484,-0.0514006500706472,0.66,0.8528571428571429,0.19285714285714284,1.0,0.3249394773857368,0.008098977410406272,-2.0,-1.07741851974294,0.92258148025706,1.0,0.5190589152683484,-0.007033438890782895,ok,ok,ok
nebDFT2k:mp-1222591_0_0_0_1_0,relaxed,final Li endpoint appended to initial NEB image,9.749311792473877,2.700684731906252,-0.31900249879207543,10.434215944544553,0.8307142857142857,9.922231855343307,10.974816558245406,1.0525847029020987,1.0,0.5023888126830366,0.0003420065688617413,7.913532371734309,8.869834644138322,0.9563022724040131,1.0,0.5023888126830366,0.0008789756445413133,0.8868750000000001,1.023888888888889,0.137013888888889,0.5023888126830366,1.0,0.00021792412351528956,-1.6176788551277257,-1.4327342245041665,0.18494463062355915,1.0,0.5023888126830366,-0.00015924921907617406,ok,ok,ok
nebDFT2k:mp-1277038_4_0_0_1_0,relaxed,final Li endpoint appended to initial NEB image,10.565340488518252,3.0277853337249128,,10.623697342865258,0.8885714285714286,10.401656697234321,11.485264149731833,1.0836074524975121,1.0,0.48212809388547595,0.033395445873505736,7.197934347536512,8.267604669810352,1.06967032227384,1.0,0.48212809388547595,0.009276961653601035,0.9375,1.0517647058823532,0.11426470588235316,0.48212809388547595,1.0,-0.009919784296163525,,,,,,,partial_oxidation_missing,missing: ValueError: Valences cannot be assigned!,missing: ValueError: Valences cannot be assigned!
nebDFT2k:mp-1277589_2_0_1_0_0,relaxed,final Li endpoint appended to initial NEB image,13.288693833905354,3.766724965854385,-0.40278860228693186,13.733660697530116,0.784,12.663295153321682,13.886729335369932,1.2234341820482495,0.4943608202946725,1.0,-0.054992618147800876,5.819830913187492,6.6150465706821056,0.7952156574946132,0.0,0.7504842981575619,-0.03531765857317737,0.7578947368421053,0.9957894736842107,0.23789473684210538,0.0,0.2426349846915743,0.013315675595362564,-1.9945377030188718,-1.8409011736975796,0.15363652932129224,0.4943608202946725,1.0,-0.005931922895969666,ok,ok,ok
nebDFT2k:mp-1277613_3_1_1_-1_0,relaxed,final Li endpoint appended to initial NEB image,9.74757970923582,2.7097325283162044,-0.6043336439951685,11.447929694094983,0.7600000000000001,9.99782054243212,12.675838615624867,2.6780180731927477,0.0,0.48541330063319355,-0.3533100300225671,6.453973957084181,7.327884940648978,0.8739109835647971,0.0,0.48541330063319355,-0.07797384264700202,0.7818750000000001,0.8674999999999999,0.08562499999999984,0.48541330063319355,0.7444695667632131,-0.016936363386179543,-1.9158674942260743,-1.7952543910867806,0.12061310313929363,0.0,0.7444695667632131,-0.030100001437105228,ok,ok,ok
nebDFT2k:mp-1277613_2_0_0_0_1,relaxed,final Li endpoint appended to initial NEB image,9.816856941768233,2.690288635716233,-0.6086373888479383,11.577367127838595,0.7600000000000001,10.091951090573657,12.652085041695004,2.5601339511213475,0.0,0.474063761260488,-0.34401568462859533,6.457266760722995,7.327604392161819,0.8703376314388231,0.0,0.474063761260488,-0.07384785191410259,0.7818750000000001,0.8813333333333334,0.09945833333333332,0.474063761260488,1.0,-0.009029558205106425,-1.9178907820433033,-1.790832635144629,0.12705814689867423,0.0,0.7314077020069981,-0.029794594942295305,ok,ok,ok
nebDFT2k:mp-1277814_5_7_0_1_0,relaxed,final Li endpoint appended to initial NEB image,10.56771717611535,3.158966558958083,-0.11167714233665282,12.205501006074064,0.8623529411764705,10.686757403290821,11.128233039800724,0.44147563650990307,0.0,0.5931269698770062,-0.02656838141393969,5.339501119182151,6.6732478233388735,1.3337467041567228,0.9991459477110376,0.5931269698770062,-0.052095292649337654,0.9041176470588235,0.9960000000000002,0.09188235294117675,0.5931269698770062,0.08172372439625716,0.01733138789856814,-0.8732550956039926,-0.8067207346681062,0.06653436093588638,0.9991459477110376,0.5931269698770062,-0.004636620006275016,ok,ok,ok
nebDFT2k:mp-1277814_6_10_1_-1_0,relaxed,final Li endpoint appended to initial NEB image,8.152343622502016,5.4061237374527025,-0.055171114802789925,10.68018495976333,0.83625,9.62877731064343,11.664679846306239,2.0359025356628084,0.35198694061747043,0.8445444325664013,-0.4878898236481293,5.308694219285269,8.155464696566868,2.8467704772815994,0.0,0.35198694061747043,-0.20947791816498995,0.8430769230769232,0.9757142857142858,0.1326373626373626,0.35198694061747043,1.0,0.011100971648027258,-0.8919294453804218,-0.5138655930340642,0.37806385234635764,0.0,0.566440419696884,-0.017941766118210856,ok,ok,ok
nebDFT2k:mp-1277814_1_2_0_1_0,relaxed,final Li endpoint appended to initial NEB image,10.700638691331712,3.121141742173475,-0.11859782660845729,12.363485311316982,0.8623529411764705,10.856709479715265,12.04732443693745,1.1906149572221842,0.0,0.7515685389634746,-0.00665529146179189,5.3892952730723485,6.512852551524927,1.1235572784525782,0.0,0.2494658430579365,-0.0007302822837234046,0.9013333333333333,1.0038888888888888,0.10255555555555551,0.5000624659988454,0.0,0.00289244530083016,-0.8619353477922956,-0.7978497007672496,0.06408564702504604,0.0,0.5000624659988454,-0.00027455198300924133,ok,ok,ok
nebDFT2k:mp-1277814_9_2_1_1_0,relaxed,final Li endpoint appended to initial NEB image,8.261801406223693,5.399809711822031,-0.05473117003478552,10.749306221284268,0.83625,10.749306221284268,11.917551450847405,1.1682452295631371,0.0,0.9217415133069007,-0.3018882504900695,5.2865629526056885,8.103060685216612,2.816497732610923,0.0,0.3084883112128317,-0.18098945694232915,0.8205882352941177,1.0038888888888888,0.1833006535947711,0.5725243238863978,0.07540981038203594,0.026175613836244338,-0.9084391100119407,-0.5151635754257361,0.39327553458620457,0.07540981038203594,0.5725243238863978,-0.030062987900351112,ok,ok,ok
nebDFT2k:mp-1282211_3_0_0_0_1,relaxed,final Li endpoint appended to initial NEB image,5.905662737763846,5.2770366719503885,-0.07589275989436718,10.651118853528867,0.8607692307692307,9.686100237788171,10.977317667605192,1.2912174298170207,0.4430937534681015,0.12852286856051137,0.22140920581478962,7.34651549185952,8.993764771861564,1.6472492800020433,0.4430937534681015,0.12852286856051137,-0.08706850847549985,0.9772222222222222,1.0533333333333332,0.07611111111111102,0.2586443006117524,0.4430937534681015,0.007036231286230099,-1.5696599775579287,-0.9374070142829665,0.6322529632749623,0.0,0.4430937534681015,0.03978154059376604,ok,ok,ok
nebDFT2k:mp-1282761_2_1_1_1_0,relaxed,final Li endpoint appended to initial NEB image,11.107613434395263,3.5478170291681876,-0.41858668384410586,12.267730241739756,0.784,10.672346518694845,12.363195522870855,1.6908490041760107,0.5010060562831474,1.0,-0.014353991160875879,5.630196283768588,6.262505165735776,0.6323088819671883,0.0,0.2486230988642406,-0.005661574190882757,0.66,0.9376470588235294,0.27764705882352936,0.5010060562831474,0.2486230988642406,0.011712890977634838,-2.0,-1.898590458776268,0.10140954122373191,0.5010060562831474,0.0,-6.849768613281793e-05,ok,ok,ok
nebDFT2k:mp-1282761_3_0_0_0_1,relaxed,final Li endpoint appended to initial NEB image,11.10449757640209,3.527127080226102,-0.4665130520967635,12.287221924707367,0.7977777777777777,10.676272502281105,12.379820166551841,1.7035476642707366,0.5034428078862915,0.0,0.01687752737273307,5.650112613441608,6.268977151640403,0.6188645381987952,1.0,0.7617422129681916,0.00023819020835924576,0.66,0.8864705882352941,0.2264705882352941,0.5034428078862915,0.23672915127285935,0.0014101216645787673,-2.0,-1.9031525037657544,0.0968474962342456,0.5034428078862915,0.0,0.000671869706814654,ok,ok,ok
nebDFT2k:mp-1282869_0_3_0_0_0,relaxed,final Li endpoint appended to initial NEB image,13.364126061791472,3.7198930582695056,-0.3933783837822484,14.35394102435253,0.784,13.411412492130612,14.275894769969181,0.8644822778385688,0.5082405199617845,0.7777074524773415,-0.016235323604922414,5.688700800859704,6.778760318763667,1.0900595179039634,1.0,0.7777074524773415,-0.01333442371337501,0.7578947368421053,0.932941176470588,0.17504643962848276,0.0,0.2508574540624779,0.008885522342012231,-1.8960421852797005,-1.8397620877838268,0.056280097495873704,0.5082405199617845,0.0,-0.0037716934440557015,ok,ok,ok
nebDFT2k:mp-1282869_1_2_1_0_0,relaxed,final Li endpoint appended to initial NEB image,13.074450373414486,3.73302846554401,-0.3885505187879956,14.413988701746835,0.784,13.392927244540646,14.303284910838608,0.910357666297962,0.5087032888025874,0.7767138179125253,-0.015155879487218193,5.681704855409957,6.805550562606018,1.123845707196061,1.0,0.7767138179125253,-0.008280731387981355,0.7578947368421053,0.932941176470588,0.17504643962848276,0.0,0.2436384609119846,0.009377639550598005,-1.89606891916597,-1.8334381302167262,0.0626307889492439,0.5087032888025874,0.0,-0.0014088607024713706,ok,ok,ok
nebDFT2k:mp-1282931_3_5_0_0_0,relaxed,final Li endpoint appended to initial NEB image,9.62357905397701,2.6979869058684622,-0.43952586637458213,10.943528825039888,0.8371428571428571,9.846402194846831,11.580635233243852,1.7342330383970204,0.0,0.5016963058785526,0.08108407699134368,7.403709847069839,8.563173910902309,1.1594640638324698,0.9639966462207268,0.5016963058785526,0.10474942261882259,0.8371428571428572,1.0084210526315789,0.1712781954887217,0.5016963058785526,0.9639966462207268,-0.0075001693524621715,-1.6988662874400224,-1.512843640710117,0.18602264672990554,0.9639966462207268,0.5016963058785526,0.01603594992546642,ok,ok,ok
nebDFT2k:mp-1284600_2_7_0_0_0,relaxed,final Li endpoint appended to initial NEB image,10.241206107181961,2.6422843717756948,-0.42838714985996773,10.878363931385469,0.8328571428571427,10.464817934907067,11.662164107422917,1.19734617251585,1.0,0.49428844416301165,0.017680002234954806,7.974560118152146,8.976707919702902,1.0021478015507554,1.0,0.49428844416301165,0.013636185493151487,0.8626666666666668,1.0300000000000002,0.16733333333333344,0.49428844416301165,1.0,-0.002486550839883306,-1.598478318666701,-1.4366166463505812,0.16186167231611992,1.0,0.49428844416301165,0.0034043574253297404,ok,ok,ok
nebDFT2k:mp-1295192_1_1_1_0_0,relaxed,final Li endpoint appended to initial NEB image,11.24846797707381,4.7273663446020295,-0.24239079997233984,12.458073371283877,0.6933333333333334,11.874067498208781,12.682951587844178,0.8088840896353968,0.5437809310550051,0.8581661683179587,0.03872377636252278,7.319294661031688,8.110317376719225,0.7910227156875367,1.0,0.7069097101064155,0.020385931519764533,0.6753846153846155,0.77,0.09461538461538455,0.17451791595823374,0.5437809310550051,-0.006822821445922389,-1.9500064383557265,-1.2960428395148984,0.6539635988408281,1.0,0.5437809310550051,-0.006628919368717012,ok,ok,ok
nebDFT2k:mp-1295192_3_3_1_0_0,relaxed,final Li endpoint appended to initial NEB image,11.23297420788867,4.727174685056631,-0.2420907682998802,12.447180455111024,0.6933333333333334,11.750199164727245,12.636792910336043,0.8865937456087973,0.5426473604661236,0.17457906052313127,0.04173289014101478,7.315633106688615,8.117588270563267,0.801955163874652,0.0,0.7042181063576753,0.02194828909347768,0.6753846153846154,0.7699999999999999,0.09461538461538455,0.17457906052313127,0.5426473604661236,-0.00016078618774728604,-1.9502788332548207,-1.2933519895346022,0.6569268437202185,0.0,0.5426473604661236,-0.007670910347891358,ok,ok,ok
nebDFT2k:mp-1297766_1_5_1_-1_0,relaxed,final Li endpoint appended to initial NEB image,6.982391593256374,5.0866873725032535,,10.200724597781386,0.91,9.43036505742014,10.65257547945689,1.222210422036751,0.5497729453753695,0.8542203660966021,-0.08579996118778954,7.194205569803042,8.589025256605366,1.3948196868023235,0.3540816765061865,0.8542203660966021,-0.10450466315266915,0.91125,1.0810526315789477,0.1698026315789477,0.3540816765061865,1.0,-0.012122929629385049,,,,,,,partial_oxidation_missing,missing: ValueError: Valences cannot be assigned!,missing: ValueError: Valences cannot be assigned!
nebDFT2k:mp-1306251_7_5_1_1_0,relaxed,final Li endpoint appended to initial NEB image,10.402318677522796,4.108071982072011,-0.18661851263359908,10.734006483878552,1.08,10.406533818517342,10.909641890485085,0.503108071967743,0.4997096557228791,0.7502200937005191,-0.0018316531929807311,10.292839071929308,11.660953996129274,1.3681149241999666,0.24919202437035542,0.4997096557228791,-0.001591774926405165,0.975,1.1144444444444446,0.1394444444444446,0.4997096557228791,0.0,-5.617568324889355e-05,-0.6595664142552741,-0.4692275927990287,0.19033882145624537,0.0,0.4997096557228791,-0.0004211860895834141,ok,ok,ok
nebDFT2k:mp-1314006_1_0_0_1_-1,relaxed,final Li endpoint appended to initial NEB image,11.754238000479729,3.652960887093188,-0.40988872186038805,12.197255392135432,0.784,10.979174856484194,12.287368515200349,1.3081936587161547,0.4996120907342132,0.0,-0.0020760513308326622,5.5514357399610645,6.217183737058871,0.6657479970978066,0.0,0.2471365136142584,-0.0004988300911814569,0.66,0.8775,0.21749999999999992,0.4996120907342132,0.2471365136142584,1.9278398961652954e-05,-2.0,-1.8825868292393486,0.11741317076065139,0.4996120907342132,1.0,1.0993073189080604e-05,ok,ok,ok
nebDFT2k:mp-1320203_8_0_0_1_0,relaxed,final Li endpoint appended to initial NEB image,9.739560941459347,2.629077401977261,,10.145144124033566,0.8328571428571429,9.378598591235836,10.74668047100062,1.3680818797647838,1.0,0.44501009660995017,0.1735304188480633,7.373314232054027,8.366655025734907,0.99334079368088,1.0,0.44501009660995017,0.0748570480115136,0.8328571428571429,0.96375,0.13089285714285714,0.44501009660995017,1.0,0.01767180229313503,,,,,,,partial_oxidation_missing,missing: ValueError: Valences cannot be assigned!,missing: ValueError: Valences cannot be assigned!
